date,volume,number,sentences,count,id,likely_pos,code
7/28/28,29,30,average age the same “another remarkable feature to this situation is that the average age of the chinese resident in the united states now is about the same as the average age of the chinese resident here in 1891.,39,s6948,TRUE,0
9/13/47,48,37,"the american and french owners appealed to the labor council, who immediately sent out a committee to contact all patrons of the japanese concern, which was staffed entirely by nonunion laundry workers.",32,s9928,TRUE,1
9/23/44,45,39,"vice-president dewey mead presided. in the absence of president murphy, who was in attendance at the native sons' banquet, at which he was a speaker.",26,s9528,TRUE,0
2/25/28,29,8,"this resulted in a bill adopted by the legislature, under which convict road workers are excluded from any of the provisions of the workmen’s compensation act.problems of pension consideredat what age should an employee of the state of california be entitled to retire and be placed on å pension?",51,s6759,TRUE,0
9/24/10,11,39,"""the following case in point is among those investigated by the secret service man: a certain chinese claiming to be a native american returned from china with a girl, which he alleged was his daughter.",35,s2224,TRUE,0
4/14/34,35,15,"the very fact that the filipinos, who were practically wards of ours, have been put on a quota of only 50 annually is assuring that the bars will not be let down for other asiatics.",35,s8116,TRUE,1
5/4/40,41,18,commissioner carrasco announced that the deputies of the division of labor statistics and law enforcement throughout the state had been instructed to check all carnivals and circuses to put an end to tin illegal employment of children in this field.a fact that labor knows welllabor is awakening to the fact that laws which kill business also!,57,s8648,TRUE,0
8/23/19,20,34,"""the bolsheviki may, of course, have won a good many adherents since last september, but they have lost a good many too, not through ‘invasion’ by great britain or other powers, but through the revolts of workingmen in almost every part of russia.",43,s4415,TRUE,0
4/26/41,42,17,"from the chinese press, requesting the council to subscribe to advertising space in the special ""rice bowl edition.",18,s8845,TRUE,0
5/22/09,10,21,"in a quarrel at his home, 1672 post street, where he had invited friends to a social function, benjo suzuki, who conducts an employment bureau, is shot and probably fatally wounded by john kerhuki, a 14-year-old japanese boy.",40,s1815,TRUE,0
5/22/26,27,21,"resume illegal activities the prosecution and conviction of the industrial association by the united states department of justice, on the charge of maintaining an “illegal conspiracy,” took place in 1923.",30,s6463,TRUE,0
10/30/20,21,44,forbids land leasing under the old law japanese could lease agricultural land fora period of three years.,17,s4821,TRUE,0
2/25/28,29,8,every one of these filipinos has a lawful right to change his residence from the territory of hawaii to the mainland of america.,23,s6788,TRUE,0
6/20/42,43,25,doolittle wired congratulations to the workers at all plants that contributed to the manufacture of the planes that rained destruction and death on the japanese metropolis.,26,s9225,TRUE,1
9/24/10,11,39,the platforms of the various parties relating to asiatic exclusion were also ordered incorporated in the pamphlet.,17,s2244,TRUE,1
5/22/09,10,21,"highbinders in chinatown, backed by the six companies, have declared war against the federal government of the united states by threatening to kill three official chinese interpreters in the chinese bureau of the immigration department.",35,s1801,TRUE,1
2/16/01,2,3,"m, 3 the union stamp boots and shoes is a positive guarantee against nonunion, asiatic and convict labor.",18,s432,TRUE,1
10/30/20,21,44,"thetreaty with japan, passed during roosevelt’s administration, made japanese ineligible to citizenship by leaving out the customary clause that privileges are accorded the same as “the most favored nation.”",30,s4820,TRUE,1
3/25/11,12,12,"from the asiatic exclusion league, advising of a special called meeting of the league to be held at 316 fourteenth street, sunday at 2:30 o’clock p. in.; received and filed.",32,s2535,TRUE,1
5/4/40,41,18,"i he sa'e of power by san hrancisco to the power companv was recentlv held illegal under the raker act by the united states 'supreme court.governor olson stands by his principles“it’s up to the people,” governor cuibert l.",42,s8626,TRUE,0
7/28/28,29,30,"arrived in this country, these youths disappear and aged men who wish to return to their native land to die take their places.",23,s6952,TRUE,0
1/12/24,25,2,contracts that these workers sign provide for food “that is usually given to chinese laborers.”,15,s6040,TRUE,1
9/24/10,11,39,"north, said: how does the commissioner of immigration account for the fact that some fifty hindus whom he recommended for admission, and in which case an appeal was made to the department of commerce and labor by inspector ainsworth, were deported by order of the department, in spite of his recommendation that they be admitted?",55,s2150,TRUE,1
5/4/01,2,14,"are the chinese wealth producers.some one, presumably a hired attorney, has advanced as an argument in favor of the mongolian immigration that the chinese are wealth producers.",28,s706,TRUE,1
7/21/28,29,29,"chinese and whites won’t mix from the seamen’s journalthe washington staff correspondent of a local shipping paper lets the cat out of the bag when he thus refers to the citizen-manning clause in the merchant shipping act, passed by the last congress: “the provision that one-half of the crew of any vessel employed in ocean mail service during the first four years after passage of the act shall be citizens of the united states and that two-thirds of the crew shall be citizens after that period and during the remainder of the contract has been a subject of serious discussion among owners, as in many services it is declared to be virtually impossible to get such a proportion of american citizens to sign on.”",129,s6869,TRUE,1
9/24/10,11,39,several similar cases in which north ordered chinese landed despite the protests of the inspectors were also investigated by taylor and will be incorporated in his report to the department.,30,s2228,TRUE,1
9/24/10,11,39,we have reasons to believe that the san francisco branch of the immigration service is not making the matter of polygamous belief on the part of these aliens a subject of inquiry or investigation.,34,s2184,TRUE,1
3/8/41,42,10,“many japanese are very much disturbed by the axis alliance and believe that japanese interests are more truly intertwined with* american interests than with germany’s.,26,s8796,TRUE,0
9/24/10,11,39,how many have been excluded who have not been found physically deficient since inspector ainsworth has been taken off of that work?,22,s2156,TRUE,0
1/26/24,25,4,"the next day he was the guest of honor and principal speaker ät a luncheon given by the eureka knights of the round table, at which were present two clergymen of eureka, both of whom have invited, mooney to return to eureka at an early date and occupy their pulpits on a sunday evening.alien land act again upheldthe supreme court of the united states has again denied a petition for rehearing of its decision upholding the state law forbidding so-called japanese crop contracts, according to word received by attorney general u.",93,s6153,TRUE,1
2/25/28,29,8,"exclusion of filipino laborers the san bernardino convention of the california state federation of labor, by unanimous vote, adopted a resolution favoring the exclusion of filipino laborers.",27,s6783,TRUE,1
7/13/51,52,21,"harvey, president and secretary, respectively, of the state building and construction trades council.the problem has taken acute form of recent months due to the importation and illegal entry of mexican nationals who have been used by employers to lower working conditions and break strikes.",45,s10198,TRUE,1
6/4/10,11,23,"this action is entirely illegal, it is barbarous and not tolerated in any country except russia and mexico.",18,s2087,TRUE,0
5/4/01,2,14,"because of her large chinese population—the curse of california, the monstrous serpent that has brought ruin to america’s paradise.boycott renewed on the new york sun.the typographical union of new york, known as “big no. 6,” has held several meetings lately and as a result the boycott against the new york sun was ordered on again.",59,s714,TRUE,0
7/28/28,29,30,how the trick is worked “the steward’s department of vessels arriving at united states ports from china and other far eastern countries are manned by chinese and other orientals still in their youth.,34,s6951,TRUE,1
7/28/28,29,30,"long-hour employers are warned against attempting to reestablish saturday work.furuseth charges conspiracy against chinese exclusion lawpersons high in business circles and in public life on the pacific coast are conspiring to emasculate and make ineffective the chinese exclusion law, it is charged by andrew furuseth, president of the international seamen’s union.",54,s6945,TRUE,1
1/16/04,4,51,two thousand button makers are out of work every day in the year.a proposal on sunday to marry illegal.“,20,s1320,TRUE,0
3/8/41,42,10,not only are the japanese leaders convinced that germany will win the european war; they have also convinced themselves that the!,21,s8792,TRUE,0
5/22/26,27,21,"once again, through illegal activities and law-breaking tactics, these law and order hypocrites are attempting to force free workmen and employers to accept, against their will, the mandates of the industrial association.",33,s6452,TRUE,0
3/8/41,42,10,only the j united states can stop the impending tragedy in the judgment of the japanese.,16,s8801,TRUE,0
7/20/12,13,29,"so “fair and impartial” is a labor trial that the prosecution sought to exclude the testimony of colonel tom johnson, franklin’s lawyer, on the ground that a lawyer’s “information should be kept inviolate”; and yet this very information is enough to clear darrow of the charges against him.",50,s2852,TRUE,0
9/24/10,11,39,were the fifty hindus deported by the department of commerce and labor for legal reasons or not?,17,s2157,TRUE,1
1/8/10,11,2,"parry would be peculiarly fitted for the position and would be right in his element, for, as records show that he pays chinese wages and evidently loves chinese customs.",29,s1940,TRUE,1
5/22/26,27,21,"in a statement by the united states government, the following charges were made against the industrial association: “to carry out their scheme the conspirators put into effect many agreements, had many understandings, and did many acts, which they themselves knew, or must have known, were in and of themselves violations of the sherman act and many times held to be illegal and in restraint of interstate and foreign trade and commerce by the courts.“",74,s6461,TRUE,0
7/25/14,15,30,"and peaceful picketing; in addition, declares that such peaceful boycotts and peaceful picketing shall not be construed to be illegal. 1 his provision seems to us to be cautiously planned and toprovide by statute nothing but what has been judged permissible by at least some of the higher courts of the land.",52,s3365,TRUE,0
9/24/10,11,39,"the regular monthly meeting of the asiatic exclusion league took place in council hall, 316 14th street, at the above date, and was called to order by the president, o.",30,s2123,TRUE,1
11/1/41,42,44,"strengthens policy against racketeers in affiliated unions prompt action urged to bar wrongdoers from labor's ranks; criminals banned from central bodies and state labor federationsin the strongest declaration against wrongdoing and racketeering in union ranks ever adopted, the sixty-first annual convention of the \merican federation of labor ruled that no person convicted of a crime can be seated in central bodies and state federations of labor this method, which was adopted in 1935 to purge communists from positions of influence and which proved highly effective, is expected to assist the cleanup drive initiated by national and international unions after the 1940 convention called upon them to take sweeping action.",111,s8967,TRUE,0
7/16/21,22,29,a very large majority of the workers employed in the pottery industry are native born americans.,16,s5069,TRUE,0
9/27/13,14,39,"whereas, the laundry industry is peculiarly susceptible to the ascendancy of this unequal competition, and whose alarming influx has forced our workers, owners and drivers to close up ranks and unite under the banner of the anti-jap laundry league, whose purpose is the education of our people upon the ultimate dangers resulting from the encouraging and supporting of asiatic competition; and, whereas, our white men and women are justified in demanding that the influence and moral support of our municipal legislators shall at all times be directed toward the safe-guarding of our white home industry; and.",98,s3194,TRUE,1
9/13/47,48,37,111 american and french laundry owners in san mateo county were viewing with alarm an infiltration of their territory by a large japanese laundry concern.,25,s9927,TRUE,1
6/14/02,3,20,"let all trade unionists and workingmen generally rally to the support of this noble union, and by a persistent and sustained deman 1 for blue label cigars, give at least, to the union cigarmakers in our midst constant and remunerative employment any toiler who. possessed of the knowledge that he can be partially the means by which the union cigarmaker and his family may have a comfortable living, a pleasant home and a little of life's happiness, deliberately smokes a chinese or eastern scab cigar is guilty of the grossest heartlessness and cruelty, and through his selfish indifference to the welfare of his brother toiler is unworthy of the respect or consideration of his fellow-men, is an ulcer on labor’s cause and a scab at heart.",129,s1030,TRUE,1
10/16/20,21,42,"there the first thought of the average native, when stricken by the disease, is to hide himself in the crowded warrens of the city and to die there after exposing to his disease everyone within reach.",36,s4756,TRUE,0
1/12/24,25,2,"“our trade unionists are not officers of the law, nor do i want them to be,” said president gompers, “but they handle goods in shipment and may come by information helpful to the cause of democracy in mexico—information of violation of international law and of our laws on smuggling and illegal support of rebellion.",55,s6030,TRUE,0
2/19/10,11,8,"first, we have a horde of policemen, judges, lawyers and penitentiary wardens, paid for the apprehension and punishment of criminals; and they usually see to it that if the criminal is a poor devil he gets all that is coming to him and a little bit more, consequently there is no necessity for the unions rubbing it in.",58,s1974,TRUE,0
6/23/69,69,6,"students and neighboring residents, who have no park facilities in berkeley’s southside, fell in jove with a small, abandoned, vacant lot and (illegally we admit) occupied it and tried to convert it into a park.",36,s11241,TRUE,0
9/24/10,11,39,"the league would also like to knowhow many of the hindus who were not brought before the board of special inquiry, but who were admitted offhand, would have been excluded if they had been brought before the said board.",39,s2172,TRUE,1
7/28/28,29,30,the second half of each quota will be reserved for the wives and unmarried children under 21 of aliens who have been lawfully admitted to the united states for permanent residence.,31,s6898,TRUE,1
11/12/10,11,46,"the value to be fixed shall exclude thé value of the franchise and “going business,” but shall include a bonus of not less than 10 per cent: nor more than 20 per cent, of actual value in case the term of the franchise has run less than ten years, and shall be 10 per cent, if more than ten years have run.",62,s2380,TRUE,0
2/16/01,2,3,"that government itself is founded upon the great doctrine of the | consent of the governed, arid has its ] corner-stone in the memorable principle that men are endowed with inalien- j able rights.",33,s412,TRUE,0
5/22/26,27,21,"however, when the union carpenters of the bay district, on april 1, 1926, decided to avail themselves of their inalienable right to collective bargaining, the industrial association has resumed its illegal and nefarious practices.",34,s6465,TRUE,0
3/5/27,28,10,"the alien property custodian's holdings originally belonged to german interests, and was seized during the war.",17,s6592,TRUE,0
7/28/28,29,30,when we give preference to the wives and minor children of aliens we expedite their immigration.,16,s6900,TRUE,1
9/24/10,11,39,"why docs canada, australia, new zealand and south africa, all white man’s country, bar these aliens if there is no reason for it?",24,s2162,TRUE,1
2/25/28,29,8,"it seems to be impossible to ascertain how many filipinos have transferred their residence from the hawaiian islands to points in california, but it is estimated that california today has a filipino population in excess of 30,000.",38,s6790,TRUE,0
5/4/01,2,14,does it not prove the argument that the chinese are wealth producers to be false?,15,s712,TRUE,0
9/24/10,11,39,"if these fifty were excluded for legal reasons, are not the same reasons applicable in the case of other hindus?",20,s2158,TRUE,1
10/30/20,21,44,"guardian must file reports every year any such appointed guardian or trustee of ajapanese land-owning child must file with the secretary of state a report covering all expenditures, investments, leases, crop contracts, and disposal of crops of his ward.",40,s4827,TRUE,0
5/22/26,27,21,"failing in the attempt to force the contractors to operate under the so-called “american plan,” or non-union shop, the industrial association then resorted to the vicious and illegal “permit system,” which made it impossible for contractors employing union men to purchase building materials.illegal conspiracy charged by government the action of the industrial association in making it impossible for union contractors to purchase building materials was branded as “an illegal conspiracy in restraint of interstate and foreign trade and commerce,” and the united states department of justice brought suit and prosecuted and secured a conviction against the industrial association on the illegal conspiracy charge in the united states district court for the northern district of california, presided over by the late lamented federal judge maurice t.",128,s6460,TRUE,0
8/27/62,62,10,while there is nothing wrong with this—nothing illegal—certainly in my judgment that high percentage of investment of trust funds into common stocks would be improved.,27,s10800,TRUE,0
6/20/42,43,25,"“now it can be told officially,” he said, “that you helped to make the propellors used on the planes with which we bombed tokio and a half dozen other japanese cities.",31,s9228,TRUE,0
9/24/10,11,39,"by motion of delegate anthony, seconded by many other delegates and concurred in by the members present, the secretary was directed to provide for the printing and distribution of the views of all candidates for governor, the state senate and assembly to be elected at the coming election-re-garding asiatic exclusion, the ownership of land in california by asiatics, and the segregation of same in our public schools.",69,s2243,TRUE,1
9/24/10,11,39,the letter further stated: “the asiatic exclusion league wants to know why commissioner north said he could not keep hindus out.,21,s2171,TRUE,1
8/24/29,30,34,"* * * if the chinese wish to steal railroads, they should learn the peaceful wall street method.—duluth herald.",17,s7218,TRUE,1
8/23/19,20,34,"but if the foes of democracy in america should enter into a compact with some autocratic foreign power, as the bolshevik dictators did, and with the aid of that foreign power arm 60 thousand chinese laborers in this country and 100 thousand unemployed and all the inmates of the prisons, and thus seize or attempt to seize new york and washington (as the bolsheviki with german aid armed 60 thousand chinese laborers who had been employed on the murmansk railway and all the unemployed and prisoners they could persuade to fight for pay, and with their aid seized petrograd and moscow), then i should certainly accept service, gladly, as a common soldier in the army of democracy and fight to the limit to overthrow such tyranny and to re-establish and maintain ‘old time democracy’— capitalistic democracy if no better form were to be had —until such time as the workers of america could be brought to realization that democratic socialism would be preferable, and until they would vote to put democratic socialists and their system of government in power.",180,s4424,TRUE,1
9/24/10,11,39,"we feel assured that the admission of all diseased and incapable asiatics has ceased, and that our efforts for the exclusion of hindu labor will soon be crowned with success.",30,s2240,TRUE,1
7/28/28,29,30,"“the supposedly water-tight chinese exclusion act went into effect in 1891, which is 37 years ago, and today there are far more chinese and other orientals in this country than there w r ere in 1891,” said mr.",39,s6946,TRUE,1
9/24/10,11,39,"this is not a dictatorship, in which any man can impose illegal restrictions on any other man.",17,s2139,TRUE,0
9/24/10,11,39,"watts was assisted by charles mehan, who has been at the head of the chinese bureau for years.",18,s2232,TRUE,0
6/20/42,43,25,"in fact, the cio executive board adopted a resolution protesting against the decision of attorney general biddle ordering the deportation of harry bridges, west coast cio leader, who was found to be a communist alien.",35,s9283,TRUE,1
5/6/11,12,18,"at this time we may well consider that the accusations are made against the prisoners by private detectives, who are working for enormous rewards publicly offered, and probably for equally great, or even greater rewards, secretly offered, by powerful interests that are more eager to destroy the labor unions than to convict the real criminals.the public should suspend judgment as to the guilt of either side until the evidence is fully known, and then demand that justice be done without fear or favor.",84,s2623,TRUE,0
9/24/10,11,39,"i dare say that the hindus are not desirable as citizens, and the remedy is a general asiatic exclusion law.",20,s2147,TRUE,1
9/24/10,11,39,"in a communication which followed, the secretary was advised that out of 164 hindus which arrived on the siberia, about 80 had been excluded owing to the presence of special inspector watts on the board of special inquiry.",38,s2170,TRUE,0
4/15/44,45,16,"volz, president of the photo-engravers international union.state supreme court sets aside decision on unemployment insurancesetting aside a very dangerous decision which, if allowed to stand, would have excluded from the coverage of unemployment insurance laws of this state many thousands of persons employed by various agricultural cooperatives, the state supreme court, on april 1, 1944, granted a rehearing in the case of california employment commission vs.",68,s9410,TRUE,0
4/14/34,35,15,"the following letter from congressman welch briefly explains the successful campaign to bar the filipinos from continental united states: congress of the united states —house of representatives washington, d.",29,s8103,TRUE,0
9/27/13,14,39,"whereas, supervisors mauzy, koshland, murphy and caglieri, seeking to be returned to office, have upon two recent occasions, and regardless of their ante-election pledges of sympathy and fidelity to the cause we espouse, voted to permit the advancement of japanese competition, to the detriment of every white man and woman engaged in the same industry; therefore, be it resolved, that we appeal to our fellow trade unionists and believers in the maintenance of caucasian standards to do their utmost to encompass the defeat of these candidates at the coming primary; and be it further resolved, that copies of these resolutions he given the widest possible circulation.",107,s3195,TRUE,1
9/24/10,11,39,"many other communications have been received from the same source, stating that california's greatest prosperity will not come by bringing in japanese and other orientals to do the work on the ranches, but by cutting up the ranches into small farms on which the workers and their families shall be largely owners—not japanese, but americans.",57,s2127,TRUE,1
4/6/46,47,14,the most salient feature under these new regulations concerns wage increases which do not involve immediate price increases.,18,s9751,TRUE,0
9/24/10,11,39,"“dear sir: —asiatic exclusion league requests investigation of continued escape of aliens from angel island detention station; latest case chin suie, a chinese awaiting deportation; also number of hindus who escaped from the british ship aran at redondo.",38,s2181,TRUE,1
9/24/10,11,39,"secretary, is no sectional feeling or narrow prejudice against hindus as a people, any more than it is against other asiatics, but it is an emphatic evidence that this city, this state and this nation is the result of the labors, the privations and the successes of the white race who now populate it, and that this free and independent people will not tolerate the introduction of a servile class. 1 he plea that these people are. needed to develop the resources of the country is narrow, selfish and specious.",90,s2206,TRUE,0
9/24/10,11,39,the assertion of commissioner north that an asiatic exclusion law is necessary is probably made by him to bolster his action in admitting hindus.,24,s2165,TRUE,1
1/10/25,26,2,"wood, state superintendent of school, unjustifiably discredited in favor of eastern made books, before the state board of education, simply because it was made in california and if not discredited would have set in operation the home industry text book law and excluded all eastern made shorthand text books from our public schools and thereby kept all this work in california.",61,s6309,TRUE,0
6/4/10,11,23,their einpty stores and abandoned houses and the few surviving sleepy looking natives bear testimony of the damnable trickery in the railroad real estate business.,25,s2060,TRUE,0
5/4/40,41,18,"the operators of the shows had been previously warned regarding the illegal employment of children, but they persisted in violating the child labor laws, the labor commissioner told the judge.",30,s8647,TRUE,0
4/14/34,35,15,"scharrenberg: now that the philippine independence bill, containing section 8, rigidly restricting the immigration of filipinos into this country, has been passed by congress and signed by the president, i want to write you a line of appreciation for the splendid cooperation you and the california state federation of labor have given me in support of this legislation.",58,s8104,TRUE,1
9/24/10,11,39,the commissioner states that a considerable number of hindus have been excluded from here for legal reasons.,17,s2155,TRUE,1
10/30/20,21,44,"in case a japanese individual or company has a mortgage upon land, exception is made and he can obtain his land to secure a debt, provided he does not hold the land thus acquired more than two years.",38,s4832,TRUE,0
5/25/29,30,21,"’native sons urge bar on three races exlusion of filipinos, chinese and japanese proposed in resolutionsintroduction of three resolutions aiming at exclusion from the united states of aliens ineligible for citizenship —including filipinos—was the feature of the opening sessions of the grand parlor of the native sons of the golden west.",52,s7166,TRUE,1
9/24/10,11,39,the commissioner states that “there is no reason for any discrimination between the different asiatic peoples in so far as this country is concerned.”,24,s2159,TRUE,0
8/18/28,29,33,"“he opposed a $3 minimum wage for federal employees; opposed vocational rehabilitation of persons injured in commerce, agriculture and industry; would exclude organized labor from the benefits of a federal retirement law; favored the 12-hour day for oilers, water-tenders and firemen on great lakes’ vessels; opposed a compensation act for the district of columbia; voted against legislation that would protect children in industry, and voted against all legislation proposed by railroad employees.”",74,s6997,TRUE,0
9/24/10,11,39,"“the league has asked for this investigation because it believes that with the expensive and well equipped plant that has been provided, and considering the large number of employes in proportion to the number of aliens, either some one in authority is culpable or inefficient, to permit a hindu to escape.",51,s2179,TRUE,1
7/28/28,29,30,"“the birth-rate of chinese in this country does not answer the question, because the number of chinese women in the united states is so small that it is hardly worth considering.",32,s6947,TRUE,0
