date,volume,number,sentences,count,id,likely_pos,sample_type,code
11/8/65,65,15,"white also urges union members: “if you do blow up and quit without thinking, do not apply for unemployment insurance.",20,s11283,FALSE,random,0
9/11/67,67,11,"the total package of the bricklayers local no. 7, starting january 1, 1969 will be $7.81.",17,s11480,FALSE,random,0
9/11/67,67,11,"arbitration board chairman, andrew fawver jack kessler dan sweeney william mulkeen, pres.compliments of western pipe & engineering co., inc.",19,s11483,FALSE,random,0
4/13/70,69,25,"the convention was held in san francisco’s civic auditorium, with labor federation president albin gruhn presiding.",17,s11828,FALSE,random,0
4/13/70,69,25,"more than half of sons of solons are deferredof the 234 sons of senators and representatives of draft age since the united states became militarily involved in vietnam, 118 more than half have received deferments, according to the congressional quarterly, which compiled the statistics at therequest of the new republic.",50,s11851,FALSE,random,0
7/13/70,69,31,"* * * bridge & dock builder local 34, federal credit union the credit union lost one of its charter members and boost-ers in the passing of “whitey” shugrue, and all of us in the credit union offer our deepest sympathy to his family.",41,s11880,FALSE,random,0
7/27/70,69,8,"the awards will be made at the regular meeting in september and, incidentally, they are sharp looking tv’s.",19,s11922,FALSE,random,0
3/7/77,21,5,secretary of labor ray marshall is making his first trip to san francisco since his appointment by president carter to attend a meeting of the federal committee on apprenticeship.,29,s12158,FALSE,random,0
12/19/77,21,24,but a simultaneous 6.7 per cent inflation rate wiped out any increase in purchasing power.,16,s12201,FALSE,random,0
3/17/80,80,4,"section eleven-c of the osha law makes it illegal for your employer to do any of the following as punishment for exercising your osha rights: • fire you. • demote you. • assign you to an undesirable job or shift. • take away your seniority. • deny you a promotion. • deny you benefits you’ve earned, such as sick leave or vacation time. • spy on you. • harass you.",64,s12359,TRUE,keyword,0
3/28/83,83,6,"immigration service has found that many of the employees around the country are illegal aliens, but the company bails them out as soon as they are arrested - after all, good labor at starvation wages is hard to find.",38,s12478,TRUE,keyword,1
3/28/83,83,6,"immigration service has found that many of the employees around the country are illegal aliens, but the company bails them out as soon as they are arrested - after all, good labor at starvation wages is hard to find.",38,s12478,TRUE,keyword,1
3/28/83,83,6,"immigration service has found that many of the employees around the country are illegal aliens, but the company bails them out as soon as they are arrested - after all, good labor at starvation wages is hard to find.",38,s12478,TRUE,keyword,1
8/13/84,84,15,robert gilmore of the san mateo building trades council and art santos of plumbers l.u.,16,s12512,FALSE,random,0
9/23/85,85,12,they were on the road for a month and put 3454 miles on the speedometer.,15,s12597,FALSE,random,0
7/14/86,86,12,but the work of the committee goes far beyond its supposedly single-minded fight against “compulsory unionism.”,17,s12671,FALSE,random,0
4/11/88,88,7,"“cal-osha would have had inspectors swarming all over a disaster like that within minutes,” denton continued.",17,s12720,FALSE,random,0
7/9/04,5,24,the international typographical union has withdrawn the charter from telluride printers’ union for taking part in the deportation of union miners.the “curious” power.,24,s1279,TRUE,keyword,0
7/9/04,5,24,the international typographical union has withdrawn the charter from telluride printers’ union for taking part in the deportation of union miners.the “curious” power.,24,s1279,TRUE,keyword,0
7/9/04,5,24,the international typographical union has withdrawn the charter from telluride printers’ union for taking part in the deportation of union miners.the “curious” power.,24,s1279,TRUE,keyword,0
10/20/00,1,38,"business agent humphrey galla- i gher reported having interviewed several dealers with favorable results, and also some manufacturers, who were seriously considering the matter of making application for the union stamp in the near future.",35,s129,FALSE,random,0
10/15/04,5,38,"the better opinion is that the common law did not include labor | organizations among combinations m [restraint of trade, which were illegal, 'because during the reign of edward vi and george 111. statutes were | enacted which subjected workmen ' conspiring either treduce the time < t labor, or to their wages, to 'punishment and imprisonment.",53,s1337,TRUE,keyword,0
10/15/04,5,38,"the better opinion is that the common law did not include labor | organizations among combinations m [restraint of trade, which were illegal, 'because during the reign of edward vi and george 111. statutes were | enacted which subjected workmen ' conspiring either treduce the time < t labor, or to their wages, to 'punishment and imprisonment.",53,s1337,TRUE,keyword,0
10/15/04,5,38,"combinations of capital, therefore, because danger to the people is inherent in them, are the combinations that the common law* consireded illegal.",22,s1343,TRUE,keyword,0
10/15/04,5,38,"judging from their cyclopean architectural remains, and from the■ -plendid example- of their technique, which is so strikingly displayed in the | specimens obtained, it seems most 1 likely shat they would have kept abreast of the ancient mexicans.— scientific american.the many pitfalls and dangers of wall street.by russell sage.many fortunes are made m wall street every month.",60,s1365,TRUE,keyword,0
10/15/04,5,38,"judging from their cyclopean architectural remains, and from the■ -plendid example- of their technique, which is so strikingly displayed in the | specimens obtained, it seems most 1 likely shat they would have kept abreast of the ancient mexicans.— scientific american.the many pitfalls and dangers of wall street.by russell sage.many fortunes are made m wall street every month.",60,s1365,TRUE,keyword,0
11/12/04,5,42,"if you pay a visit to the convention hall during one or more of the sessions of the federation, you will agree with us that the twenty-fourth annual convention of the american federation of labor compares favorably, both in intelligence and sturdy manhood, with any similar gathering that ever convened in san francisco.",54,s1404,FALSE,random,0
11/12/04,5,42,greedy trusts as well as greedy unions are both pursuing a course which is dangerous and detrimental to the common welfare of the people.,24,s1418,FALSE,random,0
5/20/05,6,17,"«ib ""y mie dcnrinig the present ses- : a bre cfflßpdösing: vestibmles on | xenr york street cars..",16,s1447,FALSE,random,0
6/24/05,6,22,"he disagreed with professor eliot of harvard university, i who declared the non-union man a good type of the american hero, and said that the man who refused to 1 join a union was “a fellow who wanti ed to eat his cake and have it, too.”",48,s1550,FALSE,random,0
10/14/05,6,38,"seventy-five years ago the weavers of lancashire, england, thought they could head off an invasion against their trade at that time.",22,s1696,TRUE,keyword,0
10/14/05,6,38,"seventy-five years ago the weavers of lancashire, england, thought they could head off an invasion against their trade at that time.",22,s1696,TRUE,keyword,0
3/3/00,1,5,she looked at me in astonishment and said: “i am surprised that you would suggest factory work to me; i am a self-respecting girl and wish a ladylike position with fairly good pay.”,34,s17,FALSE,random,0
12/2/05,6,45,"what further information is contained in the “returned papers” may be summed up as follows: the japanese are extremely clannish, one gang” having but little in common with other “gangs” except that' they combine to get employment from the white laborer.",41,s1811,TRUE,keyword,1
12/2/05,6,45,"what further information is contained in the “returned papers” may be summed up as follows: the japanese are extremely clannish, one gang” having but little in common with other “gangs” except that' they combine to get employment from the white laborer.",41,s1811,TRUE,keyword,1
12/2/05,6,45,"what further information is contained in the “returned papers” may be summed up as follows: the japanese are extremely clannish, one gang” having but little in common with other “gangs” except that' they combine to get employment from the white laborer.",41,s1811,TRUE,keyword,1
3/10/06,7,7,"i stand here to declare, and to advise, that we sb»h *taiul upon our right as a sovereign people to legislate for ourselves-with a view, exclusively, or at least primarily, to our own interests as a nation, regardless of how our actions in that matter may affect the interests of any other people in any other country, or even of our own people, who have expatriated themselves to other countries.",72,s1883,FALSE,random,0
3/10/06,7,7,"the american people have no business—the american government has no business—to assume the right to uphold any element, whether that element be clothed in the garb of the church, or be operating under any other auspices, or to any other end—in an effort to compel the people of china, or any other country, to accept teachings which to them are obnoxious or undesirable.",66,s1889,TRUE,keyword,0
3/10/06,7,7,"if we do not make that declaration now, we may find outselves forced to make it under some species of pressure, in a situation of great difficulty, and when we may not be able to secure a fair, impartial hearing among the people of our own country-, or of other countries, and it should be our care to anticipate such a complicated or difficult situation, and to say now, in the calmest and .most mature judgment, just exactly what our position is in this matter of the relations, or the threatened rupture of peaceful and honorable relations, between our own government and the government iff china.",106,s1903,FALSE,random,0
6/6/08,9,23,"customary reports will be tabled and only the “cardinal” and “salient” points, replete with roseate pleasure, will be presented.",19,s2009,TRUE,keyword,0
6/6/08,9,23,"customary reports will be tabled and only the “cardinal” and “salient” points, replete with roseate pleasure, will be presented.",19,s2009,TRUE,keyword,0
6/6/08,9,23,in many respects the russian form of labor organization resembles that of the american unions of the early period of their development.—vladimir v.,24,s2034,FALSE,random,0
6/6/08,9,23,there the finger was placed squarely upon the point of the whole problem of centralization and states rights.,18,s2037,FALSE,random,0
6/6/08,9,23,poultry from texas for less than a cent and a half a pound; beef from western ranges at less than a cent a pound.”,24,s2069,FALSE,random,0
6/6/08,9,23,that the officers of the chicago federation of labor be instructed to request the illinois state f'ederation of labor to call a conference of the centra!,27,s2083,FALSE,random,0
8/1/08,9,31,injunctions as issued against workmen are never used or issued against any other citizen of our country.,17,s2105,FALSE,random,0
8/1/08,9,31,it is an effort to fasten an offense on them when they are innocent of any unlawful or illegal act.,20,s2107,TRUE,keyword,0
8/1/08,9,31,it is an effort to fasten an offense on them when they are innocent of any unlawful or illegal act.,20,s2107,TRUE,keyword,0
8/1/08,9,31,"with our position so often emphasized and so generally known, it is nothing less than willful untruth and misrepresentation for any one to declare that it is our purpose to obtain any special privilege, particularly the undesirable and unenviable liberty of creating a privileged class of wrongdoers.",47,s2126,TRUE,keyword,0
8/1/08,9,31,"this is the man who declared boycotting was illegal, and asked the supreme court to outlawtrade unions in the interests of “law and order.”",24,s2168,TRUE,keyword,0
8/1/08,9,31,"this is the man who declared boycotting was illegal, and asked the supreme court to outlawtrade unions in the interests of “law and order.”",24,s2168,TRUE,keyword,0
4/9/10,11,15,"in the great cities where our civilization has reached its highest development and where extremely rich flaunt their ill-gotten wealth, there the social evil thrives the best.",28,s2261,FALSE,random,0
4/23/10,11,17,"fuller company and whittier-coburn company, calling attention to the settlement reached bv the conference committee april bth, which had been ratified by the glass workers’ union at special meeting april 10th, and advising that all men, in pursuance of the agreement, had returned to work with the exception of the mirror workers; received and referred to the secretary with instructions to notify all parties concerned that the law of the council and the agreement as ratified must be faithfully carried put and lived up to.",86,s2371,FALSE,random,0
5/7/10,11,19,"nicolls is in receipt of letters from every part of the country asking for this investigation, and witnesses from the border states, have signified their willingness to come to washington and testify before a congressional committee as to the systematic persecution, in this country of the political enemies of mexico’s president by the united states officials.",57,s2436,TRUE,keyword,0
5/7/10,11,19,"nicolls is in receipt of letters from every part of the country asking for this investigation, and witnesses from the border states, have signified their willingness to come to washington and testify before a congressional committee as to the systematic persecution, in this country of the political enemies of mexico’s president by the united states officials.",57,s2436,TRUE,keyword,0
5/7/10,11,19,"nicolls is in receipt of letters from every part of the country asking for this investigation, and witnesses from the border states, have signified their willingness to come to washington and testify before a congressional committee as to the systematic persecution, in this country of the political enemies of mexico’s president by the united states officials.",57,s2436,TRUE,keyword,0
5/7/10,11,19,"it is well known that the great mineral belt running thrugh arizona crosses the border into the state of sonora, mexico, and that an economic menace to american miners is fast developing through the starvation wages paid mexican miners, whose product competes with the output of american ore.",48,s2439,TRUE,keyword,1
5/7/10,11,19,"it is well known that the great mineral belt running thrugh arizona crosses the border into the state of sonora, mexico, and that an economic menace to american miners is fast developing through the starvation wages paid mexican miners, whose product competes with the output of american ore.",48,s2439,TRUE,keyword,1
5/7/10,11,19,"this gray-haired woman who has been in the thick of every miners’ struggle for the last thirty years, has lately made a trip along the mexican border where she received at first hand, proofs of the systematic espionage persecution and imprisonment which* continually follows mexican political refugees in this country.",51,s2441,TRUE,keyword,0
5/7/10,11,19,"this gray-haired woman who has been in the thick of every miners’ struggle for the last thirty years, has lately made a trip along the mexican border where she received at first hand, proofs of the systematic espionage persecution and imprisonment which* continually follows mexican political refugees in this country.",51,s2441,TRUE,keyword,0
10/1/10,11,40,"white successor to porter & white undertakers and embalmers 1214 eddy street phone*: west 770 home s-3414 building paper, sheathing deadening felt and ready roofiing zellerbach paper co.",28,s2664,FALSE,random,0
11/11/11,12,45,"naturally, the exposition directors figured tlpat during his absence in asia, and until after the closing of the exposition, the emissary’s newspaper would remain silent to the great issue of undesirable immigration from the countries which he will now visit.",41,s2797,TRUE,keyword,0
11/11/11,12,45,"naturally, the exposition directors figured tlpat during his absence in asia, and until after the closing of the exposition, the emissary’s newspaper would remain silent to the great issue of undesirable immigration from the countries which he will now visit.",41,s2797,TRUE,keyword,0
11/11/11,12,45,"naturally, the exposition directors figured tlpat during his absence in asia, and until after the closing of the exposition, the emissary’s newspaper would remain silent to the great issue of undesirable immigration from the countries which he will now visit.",41,s2797,TRUE,keyword,0
11/11/11,12,45,either his competitor’s standard of comfort must be raised or his own standard of comfort must be lowered.,19,s2821,FALSE,random,0
11/11/11,12,45,"“all that w'e have at the moment to say is that an insidious and subtle system of alien slavery, existing upon california soil to the detriment of california men, is not consistent with the story of the state, with its early ideals, nor with the domestic policy of this nation.",51,s2827,TRUE,keyword,0
11/18/11,12,46,i ventured to suggest that perhaps the boss would not be enthusiastic about their view.,15,s2891,FALSE,random,0
12/23/11,12,51,"president jackson attacked the united states bank as illegal, though the supreme court had decided it legal.",17,s2960,TRUE,keyword,0
2/2/01,2,1,"the student of modern industrial development can sit on the fence and watch the interesting struggle that is beginning between centralized capital and the little middle class and “buckeye” manufacturers, who cling to their insignificant capital like grim death to a dead ethiopian, and who are the hardest fighters to uphold the competitive and wage-slave system by voting for capitalism’s parties and often forcing their employees to do the same.how to make early closing a success.the call directs attention to what is claimed to be the main obstacle to the success of the early-closing movement, which is that while white labor unions pass strong resolutions in its favor, their families persistently do their shopping in the evening, thus offering a premium for doing exactly what the unions denounce.",133,s304,TRUE,keyword,1
3/14/14,15,11,"holmberg, representing the james furlong company, manufacturers of cement trays, appeared before the roard in reply to grievance of sheet metal workers no.",23,s3420,FALSE,random,0
11/13/15,16,46,"rockefeller, on his recent trip to colorado, discovered that the children of the coal camps were not dissimilar to his own.",21,s3873,FALSE,random,0
11/13/15,16,46,"rockefeller’s proposal, it should be remembered that he mistakenly assumes that employes sitting at a table with him will find themselves free and equal.",25,s3875,FALSE,random,0
1/29/16,17,5,"eliza de luce and walter holloway.ja atu x januaa ▼ st* the popular price l& jewelry store 715 market street, near call building, san francisco phone kearny 2017 jewelers, watchmakers, opticians all watch repairing guaranteed for two years.",38,s3981,FALSE,random,0
8/19/16,17,34,"c]j with the present market in such a precarious condition, housewives would do well to take advantage of these offerings.",21,s4050,FALSE,random,0
1/13/17,18,2,"he said that it was in the highest degree unamerican for th; united states to permit an influx of alien immigrants, which would make the process of assimilation and amalgamation of the country’s foreign population more difficult.",38,s4214,TRUE,keyword,0
1/13/17,18,2,"he said that it was in the highest degree unamerican for th; united states to permit an influx of alien immigrants, which would make the process of assimilation and amalgamation of the country’s foreign population more difficult.",38,s4214,TRUE,keyword,0
1/20/17,18,3,"we found that there is a general system in vogue in the check room privileges of hotels and restaurants, and some of the persons holding these privileges operate in the larger cities throughout the united states.",36,s4328,FALSE,random,0
1/20/17,18,3,"the number of other ofllces to be opened depends, however, upon the amount of money approp dated for this purpose and any ac *.’”"" the legislature may take towards |he elimination of the private agencie..",34,s4356,FALSE,random,0
3/16/18,19,11,"there being no further business submitted, the council adjourned to convene in regular session thursday evening, march 14, 1918, at 8 o’clock.",23,s4464,FALSE,random,0
7/24/20,21,30,"but (and this question may well be put to the learning of new england, to the thought of the south) will we add unto our strength by introducing into our country a people alien to our laws, our religion, our traditions, our ideals, our national conceptions —a people with no inclination, no capacity foi self-government.",56,s4967,TRUE,keyword,0
7/24/20,21,30,"but (and this question may well be put to the learning of new england, to the thought of the south) will we add unto our strength by introducing into our country a people alien to our laws, our religion, our traditions, our ideals, our national conceptions —a people with no inclination, no capacity foi self-government.",56,s4967,TRUE,keyword,0
7/24/20,21,30,"but (and this question may well be put to the learning of new england, to the thought of the south) will we add unto our strength by introducing into our country a people alien to our laws, our religion, our traditions, our ideals, our national conceptions —a people with no inclination, no capacity foi self-government.",56,s4967,TRUE,keyword,0
7/24/20,21,30,"but, you men of the south, do you welcome, or will you permit, the invasion?",15,s4977,TRUE,keyword,0
7/24/20,21,30,"but, you men of the south, do you welcome, or will you permit, the invasion?",15,s4977,TRUE,keyword,0
7/24/20,21,30,"but, you men of the south, do you welcome, or will you permit, the invasion?",15,s4977,TRUE,keyword,0
7/24/20,21,30,"but, you men of the south, do you welcome, or will you permit, the invasion?",15,s4977,TRUE,keyword,0
7/24/20,21,30,"but, you men of the south, do you welcome, or will you permit, the invasion?",15,s4977,TRUE,keyword,0
7/24/20,21,30,"the invasion of cheap and servile labor which would overwhelm us if the exclusion bars were let down, would be fraught with an hundredfold more evil to our people than followed the introduction of negro slavery into this country.",39,s4982,TRUE,keyword,0
7/24/20,21,30,"the invasion of cheap and servile labor which would overwhelm us if the exclusion bars were let down, would be fraught with an hundredfold more evil to our people than followed the introduction of negro slavery into this country.",39,s4982,TRUE,keyword,0
7/24/20,21,30,we want no antagonistic races; we want no hostile classes; we want no castes; we want no serfs; we want no beasts of burden; we want no anarchists; we want no aliens incapable of republican government; we want no pagans burning incense to confucius.,44,s4992,TRUE,keyword,0
7/24/20,21,30,we want no antagonistic races; we want no hostile classes; we want no castes; we want no serfs; we want no beasts of burden; we want no anarchists; we want no aliens incapable of republican government; we want no pagans burning incense to confucius.,44,s4992,TRUE,keyword,0
8/2/02,3,27,a rough platform had been built for the purpose and twenty-five yards of carpet ready to lay was in evidence waiting for the skilled and nimble hands.,28,s506,FALSE,random,0
11/20/20,21,47,drury has visited practically all of the steel plants in the united states working under the three-shift system in an effort to collect technical data covering the details of their operation and figures showing the results obtained.,38,s5104,FALSE,random,0
7/21/23,24,29,"it matters not how just the cause may be, it can not succeed in a full measure unless the members are solidly united in hand, mind and heart.",28,s5366,FALSE,random,0
3/3/00,1,5,"the success of the cloakmakers’ union in this fight means sanitary workshops, white labor and fair conditions ; its defeat, sweat shops with their attendant horrors and mongolian labor in the cloakmaking trade.",32,s54,TRUE,keyword,1
3/3/00,1,5,"the success of the cloakmakers’ union in this fight means sanitary workshops, white labor and fair conditions ; its defeat, sweat shops with their attendant horrors and mongolian labor in the cloakmaking trade.",32,s54,TRUE,keyword,1
3/3/00,1,5,"the success of the cloakmakers’ union in this fight means sanitary workshops, white labor and fair conditions ; its defeat, sweat shops with their attendant horrors and mongolian labor in the cloakmaking trade.",32,s54,TRUE,keyword,1
11/17/23,24,46,"to preserve freedomthe idea, of the declaration of independence is that mankind has certain inalienable rights, and among these are the rights of life, liberty and the pursuit of happiness.",30,s5581,TRUE,keyword,0
5/24/24,25,21,"elythe so-called “american plan,” branded as “illegal” by the federal courts, was repudiated at the polls by the law-abiding citizens of san jose at the municipal election held in that city last tuesday.",35,s5741,TRUE,keyword,0
5/24/24,25,21,"elythe so-called “american plan,” branded as “illegal” by the federal courts, was repudiated at the polls by the law-abiding citizens of san jose at the municipal election held in that city last tuesday.",35,s5741,TRUE,keyword,0
5/24/24,25,21,"bigger, member of carpenters’ union, no. 316, of san jose, a consistent, aggressive trade unionist, representative of the law-abiding, american citizenry of san jose, was found to be elected by a handsome majority over the candidate of the industrial association, which for three years past has been engaged in an illegal conspiracy against labor, the public and the united states government.",62,s5744,TRUE,keyword,0
5/24/24,25,21,"bigger, member of carpenters’ union, no. 316, of san jose, a consistent, aggressive trade unionist, representative of the law-abiding, american citizenry of san jose, was found to be elected by a handsome majority over the candidate of the industrial association, which for three years past has been engaged in an illegal conspiracy against labor, the public and the united states government.",62,s5744,TRUE,keyword,0
5/24/24,25,21,"given this opportunity, the law-abiding citizens of san jose, by r hfg reuijority vote, repudiated the illegal, socalled “american plan,” and cast their ballots for the labor candidate, who stands for real americanism.",34,s5746,TRUE,keyword,0
5/24/24,25,21,"given this opportunity, the law-abiding citizens of san jose, by r hfg reuijority vote, repudiated the illegal, socalled “american plan,” and cast their ballots for the labor candidate, who stands for real americanism.",34,s5746,TRUE,keyword,0
5/24/24,25,21,"given this opportunity, the law-abiding citizens of san jose, by r hfg reuijority vote, repudiated the illegal, socalled “american plan,” and cast their ballots for the labor candidate, who stands for real americanism.",34,s5746,TRUE,keyword,0
8/23/24,25,34,"one afternoon, as she was running down the brush-bordered lane which was the last of her route, the child saw what appeared to be a very strange animal with downbent head and terrifying horns.",35,s5787,TRUE,keyword,0
10/18/02,3,38,"the little more than 3,000,000 colonists rose in rebellion and gave tl.e world that magnificent sentiment which will ring down through all the ages that all men are born free and equal and to each is vouchsafed the inalienable right to enjoy life, liberty and the pursuit of happiness.",52,s593,TRUE,keyword,0
5/29/26,27,22,"labor-saving machinery may be installed, but employees are denied any share in this increased efficiency, while rigid living standards are based on government statistics.",25,s6003,FALSE,random,0
4/2/27,28,14,"the company produced 9,070,873 tons of coal in 1924, but output has declined since then.",17,s6215,FALSE,random,0
4/16/27,28,16,"the union is formed with a nominal capital stock, and only members may participate in the organization.",17,s6293,FALSE,random,0
5/7/27,28,19,"campbell, who was murdered last october, took the witness stand and identified madsen and pesce as two members of the party who attacked campbell, his testimony was discredited when it was shown that coyle, in testifying before the grand jury last october said that he could not identify any members of the attacking party because he was in a dazed condition, his glasses were blurred and the men were running away from him.",73,s6356,FALSE,random,0
5/14/27,28,20,"much of what labor has long regarded as its inalienable possession is now being torn from it, or will, its adversaries hope, soon be torn from it.",27,s6430,TRUE,keyword,0
5/14/27,28,20,"much of what labor has long regarded as its inalienable possession is now being torn from it, or will, its adversaries hope, soon be torn from it.",27,s6430,TRUE,keyword,0
6/18/27,28,25,the very lawyers who have been the loudest in demanding this “self-governing bar” are the ones who have also been most active in denouncing the “illegal and un-american” tactics of the labor unions.,35,s6513,TRUE,keyword,0
6/18/27,28,25,the very lawyers who have been the loudest in demanding this “self-governing bar” are the ones who have also been most active in denouncing the “illegal and un-american” tactics of the labor unions.,35,s6513,TRUE,keyword,0
6/18/27,28,25,the very lawyers who have been the loudest in demanding this “self-governing bar” are the ones who have also been most active in denouncing the “illegal and un-american” tactics of the labor unions.,35,s6513,TRUE,keyword,0
7/2/27,28,27,"it is the extra quality that we can put into our shirts because we make therm that has made eagleson & co. famous for its one shirts, and enables us to guarantee every one unconditionally.",34,s6601,FALSE,random,0
12/10/27,28,50,"while the number continues to be as large as] formerly, the character has changed during past years, there being, because of the better control abroad, fewer exclusion cases, but the warrant cases have greatly increased by reason of the many aliens found unlawfully in the united states against whom deportation proceedings are instituted.",53,s6672,TRUE,keyword,1
12/10/27,28,50,"while the number continues to be as large as] formerly, the character has changed during past years, there being, because of the better control abroad, fewer exclusion cases, but the warrant cases have greatly increased by reason of the many aliens found unlawfully in the united states against whom deportation proceedings are instituted.",53,s6672,TRUE,keyword,1
12/10/27,28,50,"while the number continues to be as large as] formerly, the character has changed during past years, there being, because of the better control abroad, fewer exclusion cases, but the warrant cases have greatly increased by reason of the many aliens found unlawfully in the united states against whom deportation proceedings are instituted.",53,s6672,TRUE,keyword,1
12/10/27,28,50,"cases reviewed under the system of review which has been devised for purpose of checking and safeguarding the legal rights of aliens who are excluded at the ports and appeal to the secretary of labor, and aliens; for whom warrants of arrest after entry are issued, 32,970 cases were j reviewed and decisions rendered during the past year.",59,s6673,TRUE,keyword,1
12/10/27,28,50,"cases reviewed under the system of review which has been devised for purpose of checking and safeguarding the legal rights of aliens who are excluded at the ports and appeal to the secretary of labor, and aliens; for whom warrants of arrest after entry are issued, 32,970 cases were j reviewed and decisions rendered during the past year.",59,s6673,TRUE,keyword,1
12/10/27,28,50,"in other words, the cases of approximately 5000 aliens were passed upon in the the average month, nearly two hundred every working day.",23,s6674,TRUE,keyword,0
12/10/27,28,50,"for instance, in the case of an alien ordered deported because convicted of crime and sentenced to a year or more in the penitentiary, if after the deportation is ordered and before execution a complete pardon is received from the governor of the state under whose law he was; convicted, the case would be reopened, thus getting into the record; of cases reviewed a second time.",66,s6676,TRUE,keyword,1
12/10/27,28,50,"the following table, however, is enlightening: cases handled by board of review number of cases reviewed and decisions written 32,970 number of aliens involved 59,882 number of oral hearings by the board 1,826 accompanying aliens 139 actors 1,092 alien contract labor 21,062 anarchists, cpmmunists, i.",50,s6677,TRUE,keyword,0
12/10/27,28,50,"the following table, however, is enlightening: cases handled by board of review number of cases reviewed and decisions written 32,970 number of aliens involved 59,882 number of oral hearings by the board 1,826 accompanying aliens 139 actors 1,092 alien contract labor 21,062 anarchists, cpmmunists, i.",50,s6677,TRUE,keyword,0
12/10/27,28,50,"the following table, however, is enlightening: cases handled by board of review number of cases reviewed and decisions written 32,970 number of aliens involved 59,882 number of oral hearings by the board 1,826 accompanying aliens 139 actors 1,092 alien contract labor 21,062 anarchists, cpmmunists, i.",50,s6677,TRUE,keyword,0
12/10/27,28,50,"the following table, however, is enlightening: cases handled by board of review number of cases reviewed and decisions written 32,970 number of aliens involved 59,882 number of oral hearings by the board 1,826 accompanying aliens 139 actors 1,092 alien contract labor 21,062 anarchists, cpmmunists, i.",50,s6677,TRUE,keyword,0
12/10/27,28,50,"w., etc 52 assisted aliens 337 barred zone 100 children under 16, unaccompanied 215' crimes involving moral turpitude (burglary, felony, forgery, grand larceny, murder, perjury, robbery, smuggling, etc.)",28,s6678,TRUE,keyword,0
12/10/27,28,50,"w., etc 52 assisted aliens 337 barred zone 100 children under 16, unaccompanied 215' crimes involving moral turpitude (burglary, felony, forgery, grand larceny, murder, perjury, robbery, smuggling, etc.)",28,s6678,TRUE,keyword,0
12/10/27,28,50,"the man who neglects the union label in his buying is giving aid and comfort to the enemy.number of aliens naturilized increasesduring the past fiscal year, said james j.",30,s6685,TRUE,keyword,0
12/10/27,28,50,"there were, however, 10,165 applications on | file in the bureau from aliens desiring to make declarations of indention which were under investigation at the end of the year.",29,s6688,TRUE,keyword,0
