"title","company","url","body","type"
"Risk Associate","Remitly","https://www.fintechcareers.com/job/39767/risk-associate-dublin/","Job Description:

Job Description:

At Remitly, we believe everyone deserves the freedom to access, move, and manage their money wherever life takes them. Since 2011, we’ve tirelessly delivered on our promise to customers sending money globally, providing secure, simple, and reliable ways to manage their money, ensuring true peace of mind. Whether it’s supporting loved ones back home, growing a business across continents, or pursuing new opportunities abroad, we’re not just here to move money— we’re here to move our global customers forward.

We’re looking for builders, reimaginers, and global thinkers who want to work at the intersection of technology, trust, and transformation. If that’s you and you’re ready to do the most meaningful work of your career—we invite you to join over 2,800 passionate Remitlians worldwide who are united by our vision to transform lives with trusted financial services that transcend borders.

About the Role:

About the Role:

Remitly Europe Limited (REL) is authorised and regulated by the Central Bank of Ireland under PSD2, passporting payment services across the EEA as part of Remitly’s global mission. We’re looking for a risk professional to join REL’s second-line risk function as a Risk Associate, reporting to the Chief Risk Officer. This is a hands-on role at the heart of REL’s Enterprise Risk Management programme, giving you exposure across the full spectrum of ERM activity, from risk registers and RCSA cycles to regulatory horizon-scanning and board-level governance reporting. You’ll work closely with cross-functional teams including Compliance, Operations, Product, Legal, and Finance, and will be supported in developing your regulatory knowledge and professional qualifications.

You Will:

You Will:



You Have:

You Have:



Compensation Details. The starting base salary range for this position is typically €67,200 – €84,000. In Ireland, Remitly employees are shareholders in our Company and equity is part of our total compensation plan. Your recruiter can share more information about medical benefits offered, as well as other financial benefits and total compensation components offered with this role.

Compensation Details.

Our Benefits:

Our Benefits:



Our Connected Work Culture: Driving Innovation, Together

Our Connected Work Culture: Driving Innovation, Together

At Remitly, we believe that true innovation sparks when we come together. Our Connected Work Culture fosters dynamic in-person collaboration, where ideas ignite and challenging problems find solutions faster. For corporate team members, we have an in-office expectation of at least 50% of the time monthly, typically achieved by coming in three days a week. This creates a consistent, meaningful overlap that supports team norms and business needs. Managers also have the flexibility to set higher expectations based on their team’s specific needs. These intentional in-office moments are vital for deepening relationships, fueling creativity, and ensuring your impact is felt where it matters most.

Remitly is an E-Verify Employer

Remitly is an E-Verify Employer

At Remitly, we are dedicated to ensuring that our workplace offers equal employment opportunities to all employees and candidates, in full compliance with applicable laws and regulations.

Remitly is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.","Fintech"
"Regulatory Reporting Specialist (Manager)","Broadridge","https://www.fintechcareers.com/job/39596/regulatory-reporting-specialist-manager-dublin/","At Broadridge, we’ve built a culture where the highest goal is to empower others to accomplish more. If you’re passionate about developing your career, while helping others along the way, come join the Broadridge team.

Overview

Overview

We are looking for an experienced Regulatory Reporting Specialist (Manager) to join our Onboarding and BAU Technical Specialist team in Dublin – Dundrum office.

This is a technical specialist role for an analytically minded professional with strong expertise in regulatory reporting across the funds and investment products landscape.

The successful candidate will support the Operations team and clients as a subject matter expert, supporting the interpretation of regulatory requirements, the design of reporting solutions and the resolution of complex technical and data-related queries across a range of client and internal initiatives and client onboardings.

While the role includes responsibility for client onboarding, implementation projects and regulatory change delivery, its primary focus is on providing technical leadership and analytical oversight across regulatory reporting requirements.

You will work closely with clients and internal stakeholders to ensure regulatory solutions are robust, accurate and aligned with applicable standards, while also supporting structured project execution from initiation through to completion.

Key Responsibilities

Key Responsibilities



The Person

The Person



This is an excellent opportunity for a technically strong professional looking to take ownership of regulatory reporting projects and client implementations in a dynamic environment.

Hybrid Flexible at Broadridge

Hybrid Flexible at Broadridge

We are made up of high-performing teams that meet in person to learn and collaborate as needed. This role is considered hybrid.

hybrid

We are dedicated to fostering a collaborative, engaging, and inclusive environment and are committed to providing a workplace that empowers associates to be authentic and bring their best to work. We believe that associates do their best when they feel safe, understood, and valued, and we work diligently and collaboratively to ensure Broadridge is a company—and ultimately a community—that recognizes and celebrates everyone’s unique perspective.

Use of AI in Hiring

Use of AI in Hiring

As part of the recruiting process, Broadridge may use technology, including artificial intelligence (AI)-based tools, to help review and evaluate applications. These tools are used only to support our recruiters and hiring managers, and all employment decisions include human review to ensure fairness, accuracy, and compliance with applicable laws. Please note that honesty and transparency are critical to our hiring process. Any attempt to falsify, misrepresent, or disguise information in an application, resume, assessment, or interview will result in disqualification from consideration.","Fintech"
"Operations Manager for Alternative Regulatory Reporting","Broadridge","https://www.fintechcareers.com/job/39601/operations-manager-for-alternative-regulatory-reporting-dublin/","At Broadridge, we’ve built a culture where the highest goal is to empower others to accomplish more. If you’re passionate about developing your career, while helping others along the way, come join the Broadridge team.

Role Summary

Role Summary

The Alternatives Manager is responsible for delivering European regulatory reporting services to Broadridge’s Alternative Investment Fund Manager (AIFM) clients.

This role is new in Broadridge as the regulatory service team expand their traditional service remit into the alternative funds market. It sits within the European Regulatory services team, helping to deliver a full suite of regulatory reports to Broadridge clients in a timely and accurate manner. The successful candidate will report directly to the manager of the European Regulatory Services team.

Key Responsibilities

Key Responsibilities

As the Operations Manager for Alternative Regulatory Reporting, you would be responsible for:

As the Operations Manager for Alternative Regulatory Reporting, you would be responsible for:

Reporting

Reporting



Core Competencies

Core Competencies



Deliverables / Success Metrics

Deliverables / Success Metrics



Governance & Client Support

Governance & Client Support



Required Qualifications & Experience

Required Qualifications & Experience



Hybrid Flexible at Broadridge

Hybrid Flexible at Broadridge

We are made up of high-performing teams that meet in person to learn and collaborate as needed. This role is considered hybrid.

hybrid

We are dedicated to fostering a collaborative, engaging, and inclusive environment and are committed to providing a workplace that empowers associates to be authentic and bring their best to work. We believe that associates do their best when they feel safe, understood, and valued, and we work diligently and collaboratively to ensure Broadridge is a company—and ultimately a community—that recognizes and celebrates everyone’s unique perspective.

Use of AI in Hiring

Use of AI in Hiring

As part of the recruiting process, Broadridge may use technology, including artificial intelligence (AI)-based tools, to help review and evaluate applications. These tools are used only to support our recruiters and hiring managers, and all employment decisions include human review to ensure fairness, accuracy, and compliance with applicable laws. Please note that honesty and transparency are critical to our hiring process. Any attempt to falsify, misrepresent, or disguise information in an application, resume, assessment, or interview will result in disqualification from consideration.","Fintech"
"Head of Compliance (PCF 12)","TrueLayer","https://www.fintechcareers.com/job/39765/head-of-compliance-pcf-12-dublin/","Who we are:

TrueLayer is Europe’s fastest-growing Pay by Bank network. We power smarter, safer and faster payments by combining real-time bank payments with financial and identity data. E-commerce, iGaming and Financial Services businesses use our products to onboard new users, accept money and make payouts in seconds, and at scale. Live across 22 countries and with 1 new user joining TrueLayer’s Pay by Bank network every 3 seconds, we’re in a very exciting growth stage. This is why we’re expanding the team across our offices in London, Milan, and Dublin.

Listed in Sifted as one of the 100 fastest growing start-ups in UK & Ireland, and CNBC’s World Top Fintech Companies, we’re trusted by industry leaders like RyanAir and Just Eat Takeaway for continued innovation within our payment products. To date, we’ve raised over $300 million from world-renowned investors including Stripe, Tiger Global, Northzone, and Tencent. But this is just the beginning.

We’re looking for people who are excited about joining the Pay by Bank revolution and helping us change the way the world pays. Could this be you?

Description

Description

The Head of Compliance (PCF-12) holds the primary regulatory relationship with the Central Bank of Ireland. The individual is responsible for the strategic direction and operational execution of the compliance framework, ensuring that TIL remains fully aligned with evolving regulatory requirements.

Key Responsibilities

Key Responsibilities



About You

About You



We would be particularly excited if you have

We would be particularly excited if you have



This is a Pre-Approval Controlled Function (PCF-12) under the Central Bank of Ireland’s (CBI) Fitness & Probity regime and is subject to regulatory approval.

This is a Pre-Approval Controlled Function (PCF-12) under the Central Bank of Ireland’s (CBI) Fitness & Probity regime and is subject to regulatory approval.

Don’t meet all the requirements?

Don’t meet all the requirements?

Multiple studies have shown that women and people of underrepresented groups are sometimes less likely to apply to jobs unless they meet every single requirement. At TrueLayer, we are committed to building a diverse workforce, so if you are excited about this role and have the essential skills, but not the entire checklist – we’d still love to hear from you!

Benefits

Benefits

What you can expect from us

At TrueLayer, we don’t just do inclusion and diversity. We embrace people that have different opinions, perspectives and personalities. Because we believe that by seeing the world from all sorts of angles, we can make life better for all the people who live in it. We strongly encourage applications from underrepresented groups (e.g. people of colour, the LGBTQ+ community, people with disabilities, neurodivergent people, parents, carers, and people from all socio-economic backgrounds). If you’d like to discuss alternative working patterns, please let us know.

We will always aim to make appropriate adjustments to ensure we are fully inclusive to people with different needs during our interview process. So if you need us to make any adjustments to suit your individual needs please let us know – we’ll be happy to support you.","Fintech"
"Global Process Owner Record to Report","BearingPoint","https://www.fintechcareers.com/job/39454/global-process-owner-record-to-report-dublin/","As the Global Process Owner Record to Report you own the end-to-end process from general ledger, close, consolidation to reporting across all entities and our Financial Shared Service Center closely partnering with diverse teams in a matrix-organised partnership throughout the BearingPoint landscape worldwide. You are a highly visible strategic decision-maker responsible for process harmonisation, standardisation, and documentation to continuously improve quality, efficiency and effectiveness, strongly aligning with our internal controls’ framework and applicable accounting rules.

About the Role:

About the Role:



About you:

About you:



This full-time, permanent position is available immediately at our Amsterdam, Bucharest, Dublin, Milano, Oslo, Paris, Stockholm, Vienna, Verlin, Duesseldorf, Frankfurt or Munich office.

Why you will enjoy working at BearingPoint Ireland?

Why you will enjoy working at BearingPoint Ireland?

We work in an open and collaborative way, where new ideas are always welcome. BearingPoint is an environment where potential and high performance is recognised and rewarded.

What we offer:

What we offer:

You will receive a competitive salary where you are rewarded for both your individual performance and company performance. You will also receive a best-in-class benefits package including holidays, private health insurance, pension contributions, gym/club subscription, wellness programmes, mobile phone and much more. In addition, we offer:

Hybrid working – where each team has autonomy to determine their in-person and remote working schedule.

Hybrid working –

Continuous learning – we understand that it is imperative to invest in our people’s development and we provide external training at prestigious universities such as Oxford and Yale

Continuous learning –

Social events – our people perform best when they have a good work life balance, monthly events for all to attend

Social events –

Diversity – we are committed to having a diverse workforce where each individual feels they belong and can thrive in a work environment with a strong sense of community

Diversity

Mentoring & coaching – every employee has a development manager to help them grow their career with feedback via continuous conversations

Mentoring & coaching –

Giving Back – you will have an opportunity to join our many giving back initiatives including our commitment to sustainability. Our Emissions Calculator gathers accurate emissions data and enables our clients to understand their footprint and track progress on emission reduction and pave the way for a better future.

Giving Back –

Together, we are more than business.

Together, we are more than business.

To see more from our people with their experiences of BearingPoint please visit our careers website www.bearingpoint.com

About BearingPoint

About BearingPoint

BearingPoint is an independent management and technology consultancy with European roots and a global reach. The company operates in four units: Consulting, Solutions, Business Services, and Ventures. Consulting covers the advisory business; Solutions provides the tools for successful digital transformation, advanced analytics and regulatory requirements; Business Services provides managed services beyond SaaS; Ventures drives the financing and development of start-ups. BearingPoint’s clients include many of the world’s leading companies and organizations. The firm has a global consulting network with more than 10,000 people and supports clients in over 75 countries, engaging with them to achieve measurable and sustainable success.

BearingPoint is an equal opportunities employer.

Please click here to view our privacy policy.

NO AGENCIES

NO AGENCIES

BearingPoint does not accept unsolicited cvs from 3rd party recruitment agencies without a written agreement in place for placements. BearingPoint is not responsible for any fees related to unsolicited cvs and no fee will be paid should the candidate be hired by BearingPoint.","Fintech"
"Automation QA Engineer","StoneX Group","https://www.fintechcareers.com/job/39840/automation-qa-engineer-dublin/","Overview

Overview

Connecting clients to markets – and talent to opportunity.

Connecting clients to markets – and talent to opportunity.

With 5,400+ employees and over 80,000 institutional, commercial, and payments clients, we operate from more than 80 offices spread across six continents. As a Fortune 100, Nasdaq-listed provider, we connect clients to the global markets – focusing on innovation, human connection, and providing world-class products and services to all types of investors.

Whether you want to forge a career connecting our retail clients to potential trading opportunities, or ingrain yourself in the world of institutional investing, StoneX Group is made up of four business segments that offer endless potential for progression and growth.

Corporate:  Engage in a deep variety of business-critical activities that keep our company running efficiently. From strategic marketing and financial management to human resources and operational oversight, you’ll have the opportunity to optimize processes and implement game-changing policies.

Corporate:

Responsibilities

Responsibilities

Position Purpose: You’ll own automated quality across the Risk & AI Vertical. This is a hands-on, code-writing role: you’ll build and maintain the test automation that keeps our risk modeling, custom data & risk feeds, and interactive visualization products reliable release after release.

Position Purpose:

You’ll write C# automation to test APIs, services and data pipelines behind risk modeling and the data & risk feeds, and use Playwright to automate the interactive risk-modeling and visualization interfaces across web (and mobile). You’ll embed quality into the agile process, work across the Intelligent Risk and Intelligence Weaving teams, and lean on AI tooling to accelerate test creation and coverage — bringing the same AI-augmented way of working as the rest of the vertical.

Technical Ecosystem

Technical Ecosystem



Primary Duties Will Include

Primary Duties Will Include



Qualifications

Qualifications

To Land this role you will need

To Land this role you will need



What Will Make You Stand Out

What Will Make You Stand Out



Education

Education



Working environment

Working environment

","Fintech"
"Finance and Strategy Analyst","Stripe","https://www.fintechcareers.com/job/38962/finance-and-strategy-analyst-dublin/","Who we are

About Stripe

About Stripe

Stripe is a financial infrastructure platform for businesses. Millions of companies — from the world’s largest enterprises to the most ambitious startups — use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.

About The Team

About The Team

The Finance and Strategy team is an integral thought partner to Stripe’s core functional leaders. We bring understanding and predictability to Stripe’s bottom-line financials. We work cross-functionally across many surfaces at Stripe and help steward Stripe’s resource investments to improve the durability of our long-term financial performance.

What you’ll do

We’re looking for a Finance and Strategy Analyst to join our growing team. You will support the forecasting, budgeting, and reporting for various departments — accurately and in a timely manner — and deliver improvements in our integrated financial systems, working alongside business partners, financial colleagues, and engineers.

This role is based in Dublin or London.

Responsibilities

Responsibilities



Who you are

We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.

Minimum Requirements

Minimum Requirements



Preferred Qualifications

Preferred Qualifications



In-office expectations

Office-assigned Stripes in most of our locations are currently expected to spend at least 50% of the time in a given month in their local office or with users. This expectation may vary depending on role, team and location. For example, Stripes in Stripe Delivery Center roles in Mexico City, Mexico, Bengaluru, India, and Dublin, Ireland work 100% from the office. Also, some teams have greater in-office attendance requirements, to appropriately support our users and workflows, which the hiring manager will discuss. This approach helps strike a balance between bringing people together for in-person collaboration and learning from each other, while supporting flexibility when possible.

Pay and benefits

The annual salary range for this role in the primary location is £64,200 – £96,200. This range may change if you are hired in another location. For sales roles, the range provided is the role’s On Target Earnings (“OTE”) range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role. This salary range may be inclusive of several career levels at Stripe and will be narrowed during the interview process based on a number of factors, including the candidate’s experience, qualifications, and specific location. Applicants interested in this role and who are not located in the primary location may request the annual salary range for their location during the interview process.

Specific benefits and details about what compensation is included in the salary range listed above will vary depending on the applicant’s location and can be discussed in more detail during the interview process. Benefits/additional compensation for this role may include: equity, company bonus or sales commissions/bonuses; retirement plans; health benefits; and wellness stipends.","Fintech"
"Partner Development Manager (Banks)","Stripe","https://www.fintechcareers.com/job/39107/partner-development-manager-banks-dublin/","Who we are

About Stripe

About Stripe

Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.

About The Team

About The Team

The Financial Partnerships team sits within the Global Partnerships organization and is a key component of our success. Our team is responsible for developing and managing relationships with the global and regional banks that enable the Stripe product strategy and deliver new capabilities to Stripe users. Our team executes on high-impact, cross-functional product partnership initiatives across existing products and early-stage “up the stack” financial products. These partnerships have a significant impact on Stripe and are essential for us to offer products used by millions of our users.

What you’ll do

We’re looking for a Partner Development Manager to join the Financial Partnerships team. You’ll be responsible for developing and executing the multi-year, global strategies for building our relationships across many of our most important banking partners. You’ll focus on designing, scaling, and continuously improving mechanisms to deepen relationships with our partners, as well as highly impactful programs key to differentiating Stripe. As part of these efforts, you’ll collaborate closely with cross-functional stakeholders (including Product, Engineering, Legal, Finance, Risk, etc.), and with the banking partners’ executive teams.

The successful candidate will have a demonstrated ability to manage and develop partners, think strategically and apply diagnostic thinking to business, product, and technical challenges, and earn trust with and influence others. A high-agency attitude, the ability to raise expectations in changing environments, and a drive to create impact through ownership are all important in this role.

Responsibilities

Responsibilities



Who you are

We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.

Minimum Requirements

Minimum Requirements



In-office expectations

Office-assigned Stripes in most of our locations are currently expected to spend at least 50% of the time in a given month in their local office or with users. This expectation may vary depending on role, team and location. For example, Stripes in Stripe Delivery Center roles in Mexico City, Mexico, Bengaluru, India, and Dublin, Ireland work 100% from the office. Also, some teams have greater in-office attendance requirements, to appropriately support our users and workflows, which the hiring manager will discuss. This approach helps strike a balance between bringing people together for in-person collaboration and learning from each other, while supporting flexibility when possible.

Pay and benefits

The annual salary range for this role in the primary location is £92,600 – £138,800. This range may change if you are hired in another location. For sales roles, the range provided is the role’s On Target Earnings (“OTE”) range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role. This salary range may be inclusive of several career levels at Stripe and will be narrowed during the interview process based on a number of factors, including the candidate’s experience, qualifications, and specific location. Applicants interested in this role and who are not located in the primary location may request the annual salary range for their location during the interview process.

Specific benefits and details about what compensation is included in the salary range listed above will vary depending on the applicant’s location and can be discussed in more detail during the interview process. Benefits/additional compensation for this role may include: equity, company bonus or sales commissions/bonuses; retirement plans; health benefits; and wellness stipends.","Fintech"
"Mid-level Calypso Business Analyst","EPAM Systems","https://www.fintechcareers.com/job/38677/mid-level-calypso-business-analyst-dublin/","First Derivative is driven by people, data, and technology, unlocking the value of insight, hindsight, and foresight to drive organizations forward. Counting many of the world’s leading investment banks as clients, we help our clients navigate the data-driven, digital revolution that is transforming the financial services sector. Our global teams span across 15 offices serving clients across EMEA, North America and APAC.

As an EPAM Systems, Inc. (NYSE: EPAM) company, a leading global provider of digital platform engineering and development services, we deliver advanced financial services solutions by empowering operational insights, driving innovation, and enabling more effective risk management in an increasingly data-centric world. Together with EPAM, we combine deep industry expertise with cutting-edge technology to help clients stay ahead in a rapidly evolving financial landscape, offering comprehensive solutions that drive business transformation and sustainable growth.

We’re looking for a Mid-level Calypso Business Analyst to join our team in a hybrid working mode. In this role, you will work at the intersection of technology and business, supporting a global financial institution with its front-to-back Calypso implementation and collateral/liquidity management processes. This is a consulting-driven position where you’ll partner with client stakeholders, gather functional requirements, and deliver strategic solutions to enhance clearing operations and regulatory compliance.

Mid-level Calypso Business Analyst

As part of a highly skilled project team, you will leverage your Calypso expertise to optimize derivative trading workflows and ensure seamless trade lifecycle management, adding measurable value to core business functions.

Responsibilities

Responsibilities

Requirements

Requirements

Nice to have

Nice to have

We offer

We offer","Fintech"
"Client Manager","IQ-EQ","https://www.fintechcareers.com/job/39001/client-manager-dublin/","Company Description

Company Description

We’re a leading Investor Services group offering end-to-end services in administration, accounting, reporting, regulatory and compliance needs of the investment sector worldwide.  We employ a global workforce of 6,500+ people across 24 jurisdictions and have assets under administration (AUA) exceeding US$857 billion. We work with 13 of the world’s top-15 private equity firms.

Our services are underpinned by a Group-wide commitment to ESG and best-in-class technology including a global data platform and innovative proprietary tools supported by in-house experts.

Above all, what makes us different is our people. Operating as trusted partners to our clients, we deliver intelligent solutions through a combination of technical expertise and strong relationships based on deep client understanding. 

Job Description

Job Description

As a Client Manager, you will play a key role in delivering exceptional loan administration services to a portfolio of debt and credit clients. You will lead client onboarding, oversee day-to-day loan administration activities, manage a high-performing team, and ensure the delivery of accurate, timely, and high-quality client services. Working closely with senior leadership and key stakeholders, you will help drive operational excellence, strengthen client relationships, and support the continued growth of the Loan Administration business.

What You Will Do

What You Will Do



What We Offer

What We Offer



Qualifications

Qualifications



Additional Information

Additional Information

OUR COMMITMENT TO YOU AND THE ENVIRONMENT

OUR COMMITMENT TO YOU AND THE ENVIRONMENT

Sustainability is integral to our strategy and operations. Our sustainability depends on us building and maintaining long-term relationships with all our stakeholders – including our employees, clients, and local communities – while also reducing our impact on our natural environment.

There is always more we can, and should do, to improve – whether in relation to our people, our clients, our planet, or our governance. Our ongoing success as a business depends on our sustainability and agility in a changing and challenging global landscape. We’re committed to fostering an inclusive, equitable and diverse culture for our people, led by our Diversity, Equity, and Inclusion steering committee.

Our learning and development programmes and systems (including PowerU and MyCampus) enable us to invest in growing our employees’ careers, while our hybrid working approach supports our employees in achieving balance and flexibility while remaining connected to their colleagues. We want to empower our 6,500+ employees – from 94 nationalities, across 24 countries – to each achieve their potential. Through IQ-EQ Launchpad we support women managers launching their first fund, in an environment where only 15% of all private equity and venture capital firms are gender balanced.

We’re committed to growing relationships with our clients and supporting them in achieving their objectives. We understand that our clients’ sustainability and success leads to our sustainability and success. We’re emotionally invested in our clients right from the beginning.","Fintech"
"Sales Development Representative","OFX","https://www.fintechcareers.com/job/38974/sales-development-representative-dublin/","OFX is a leading financial operations company providing businesses and accounting firms with real-time financial control and visibility to do business anywhere in the world. With an innovative platform and 24/7 human support, OFX automates and simplifies doing business across borders, reducing risk and eliminating routine operational tasks. Offering global business accounts, payments to 180 countries in 30+ currencies and currency risk management solutions to simplify global payments. OFX further enhances business operations by providing corporate cards with spend management, bill payments, vendor management, and integrations with popular accounting and HRIS software, to help achieve better business solutions so accounting firms and businesses thrive.

Headquartered in Sydney, Australia, with offices globally, in the United States, Canada, United Kingdom, Ireland, New Zealand, Singapore and Hong Kong. OFX has been a trusted innovator in global money movement for over 25 years.

Job Description

Job Description



The Sales Development Representative role is the entry level role for the Corporate (B2B) Sales Team at OFX. Sourcing, qualifying and enriching leads, the SDR provides a highly valued support to our Business Development Managers, working closely together to start the sales process with new prospects and increasing our rapidly expanding client base.

You will be given broad and exclusive in-house training, both as a team and 1-2-1, including access to a fully integrated development program to ensure that all skills are maximized. Predominantly a telephone based role, the Sales Development Representative will be trained to talk competently about our range of products and services with the ability to build rapport and be influential to key financial decision makers. You will have the opportunity to progress onto the BDM team after a consistently high performance has been proven. This role forms an integral part of a growing division that has already experienced substantial expansion and offers a clear, merit based career path.

As a Sales Development Representative on our EMEA Corporate Sales team, you’ll join a truly inclusive culture built on collaboration, mentorship and continuous learning. You’ll benefit from employee‑led networks, structured leadership development programmes and a commitment to equitable opportunity at every stage — giving you the support, resources and clarity you need to grow your career.

What you’ll do

What you’ll do



Qualifications

Qualifications



What you bring

What you bring



Additional Information

Additional Information



We’re OFXers because we want to make a difference. We see challenges as opportunities and we’re not afraid to roll up our sleeves to get stuff done. We’re committed to making things easier for our clients, pushing boundaries and continuing to move with the times so that we can continue to inspire confidence every day and through every transaction.

We operate as one team, cross-functionally and globally, to drive outcomes that deliver excellence for our customers. We’re curious self-starters who love learning and sharing our knowledge with others. We embrace change and use our initiative and resilience to overcome challenges.

Always keep learning.

Make a difference.

Reward and recognition.

Showing our social side.

Benefits that mean something.

A great work environment.

At OFX, we are committed to fostering a diverse, inclusive and accessible workplace where we value, respect, and encourage our people to be their authentic selves. With an employee base as diverse as the clients we serve, we know that fostering an inclusive workplace is fundamental to our continued success. If you require accommodation for any portion of the recruitment and hiring process, please email us at [email protected].We encourage you to apply if this role aligns with your career aspirations.

At OFX, we are committed to fostering a diverse, inclusive and accessible workplace where we value, respect, and encourage our people to be their authentic selves. With an employee base as diverse as the clients we serve, we know that fostering an inclusive workplace is fundamental to our continued success. If you require accommodation for any portion of the recruitment and hiring process, please email us at [email protected].We encourage you to apply if this role aligns with your career aspirations.","Fintech"
"Lead/Principal Solution Architect/Technology Consultant","EPAM Systems","https://www.fintechcareers.com/job/39111/lead-principal-solution-architect-technology-consultant-dublin/","Are you a technology leader passionate about solving complex large-scale technical challenges and driving cutting-edge technology solutions for clients? Would you like to work in one of the world’s most innovative and entrepreneurial digital engineering, cloud and AI-enabled transformation services companies whilst shaping the future of our strategy in Ireland?

EPAM is seeking a technically hands-on Lead or Principal Solution Architect/Technology Consultant in Dublin, ideally with a background in the Financial Services/Banking industry. In this role, you will align closely with our multi-level teams to architect and implement technical solutions for our clients. You will also help drive strategic growth, foster deep relationships with clients, advance major initiatives, bridge the gaps between business and technology, whilst ensuring alignment with long-term goals.

Lead or Principal Solution Architect/Technology Consultant

We embrace a flexible work environment made up of home working, office-based team collaboration and client site interaction.

Responsibilities

Responsibilities

Requirements

Requirements

Nice to have

Nice to have

We offer

We offer","Fintech"
"Technical Support Engineer","Stripe","https://www.fintechcareers.com/job/38920/technical-support-engineer-dublin-2/","Who we are

About Stripe

About Stripe

Stripe is a financial infrastructure platform for businesses. Millions of companies – from the world’s largest enterprises to the most ambitious startups – use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.

About The Team

About The Team

Metronome, now part of Stripe, is the leading usage-based billing platform built for modern software companies. With Metronome, companies can launch products faster, offer any pricing model, and streamline finance workflows without writing code.

Our platform computes millions of invoices per billing period and is scaling rapidly to accommodate new customers, saving them hours of development time and manual invoicing and enabling them to use consumption data to better serve their customers. Our customers love our product and approach, and we’re humbled to work with amazing companies like OpenAI, NVIDIA, Confluent, and Anthropic.

What you’ll do

As a member of our technical support engineering team, you will be on the front lines providing world-class customer service. As part of our engineering organization, you will become an expert on our product and partner closely with Metronome’s engineers, customer success, solutions architecture, and growth teams, as well as our customers’ developers.

Your primary responsibilities will include handling customer escalations through our ticketing system, using internal observability tools to diagnose and scope customer-facing issues, collaborating directly with customers via Slack and other channels, and developing internal tools and documentation to improve the support experience. Since we view every support escalation as an opportunity to learn, both as individuals and as a company, you will play a critical role in providing feedback to our product team on common challenges and influencing our product roadmap.

Through your interactions with individual customers, you will help improve our product for everyone. Your work will play a crucial role in ensuring our customers’ success and the continued effectiveness of their integration with Metronome.

Responsibilities

Responsibilities



Who you are

We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.

Minimum Requirements

Minimum Requirements



Preferred Qualifications

Preferred Qualifications



In-office expectations

Office-assigned Stripes in most of our locations are currently expected to spend at least 50% of the time in a given month in their local office or with users. This expectation may vary depending on role, team and location. For example, Stripes in Stripe Delivery Center roles in Mexico City, Mexico, Bengaluru, India, and Dublin, Ireland work 100% from the office. Also, some teams have greater in-office attendance requirements, to appropriately support our users and workflows, which the hiring manager will discuss. This approach helps strike a balance between bringing people together for in-person collaboration and learning from each other, while supporting flexibility when possible.

Pay and benefits

The annual salary range for this role in the primary location is €92,000 – €138,000. This range may change if you are hired in another location. For sales roles, the range provided is the role’s On Target Earnings (“OTE”) range, meaning that the range includes both the sales commissions/sales bonuses target and annual base salary for the role. This salary range may be inclusive of several career levels at Stripe and will be narrowed during the interview process based on a number of factors, including the candidate’s experience, qualifications, and specific location. Applicants interested in this role and who are not located in the primary location may request the annual salary range for their location during the interview process.

Specific benefits and details about what compensation is included in the salary range listed above will vary depending on the applicant’s location and can be discussed in more detail during the interview process. Benefits/additional compensation for this role may include: equity, company bonus or sales commissions/bonuses; retirement plans; health benefits; and wellness stipends.","Fintech"
