articles,pred,confint
power control urgedthe federal power commission in its annual report informs c ongress that if interstate transmission of power is to be controlled from the standpoint of the public interest it is necessary to place such control in another federal agency or broaden the powers of the power commission the report practically blames congress for conditions that have been revealed bv the feedral trade commission s probe of public utilities spend your union wages for union made goods ,0,0.7815442771516279
cannot harness thoughtthose who would shape and determine what human beings should think ought to realize by this time that a thinking human mind cannot be harnessed no matter what rules may be laid down in regard to what must be thought and believed the independent thinker thinks on and out of that thinking has conic practically all the progress we have made if those who think advanced thoughts are to be hounded and persecuted for their own honest beliefs they like their predecessors of old will in self defense go underground with their thinking they will still continue to think hut will not speak their thoughts to everybody lime was when death was the penal tv of independent thinking there are people who would like to chain the thoughts of men and women of our day as ruthlessly as was done during the most intolerant epochs of bygone periods however no matter how much these totalitarian may want to regulate thinking and beliefs it does not follow that they ever will realize their ambitions weak minds may surrender to accepting thinking forced on them hut strong minds never there was a time when over 90 per cent of the population of california were farmers today it is estimated that 7 per cent of our state s population belongs to the wage earning class which places the workers and their families in a position to take a dominant position in practically every election that may be held in california that a better and larger life for themselves and their families is the underlying purpose of the millions of workers who are associated together in labor unions would probably he generally accepted as correctly stating the chief aim of ,0,0.8070070702074261
cox assistant vice president american telephone telegraph cothe san francisco bank savings commercial incorporated february toth 1868 one of the oldest banks in california the assets of which have never been increased by mergers or consolidations with other banks member associated savings banks of san francisco 526 california street san francisco cal june 30th 1928 assets $118 615 481 57 capital reserve and contingent funds 5 000 000 00 pension fund over $610 000 00 standing on books at 1 00 mission branch mission and 21st streets park presidio branch clement st and 7th ave haight street branch haight and belvedere streets west portal branch west portal ave and ulloa st interest paid on deposits at the rate of four and one quarter 4 i per cent per annum computed monthly and compounded quarterly and may be withdrawn quarterlycftldm jlitc cloak and suit house newest fall dresses smartest models inspired by fifth avenue successes and worked out m gleaming satin sheer georgette and rich canton crepe see these at $15 75 ir iiiii 867 market opp powell san francisco 6 union made a friend of labor for 56 years eagleson s since 1872 the hlrts we ell ere union made right in oar own factory thus eliminating the middleman s profit it is the extra quality that we can put into our shirts because we ma them that has mads eagleson amp co famous for its fine shirts and enables us to guarantee every one unconditionally shirts at factory prices dress shirts guaranteed longwearing © fitting fast colored genuine wove madras shirt© 111 stylish new patterns three for ms each $2 15 other dress shirts $1 85 to 7 1 s work shirts eagleson s ex tra quality guaranteed shirts for work wear sport and outing comfortabl© long wearing patterns at $1 15 to $4 50 three san francisco stores store no 1 1118 market st store no 2 119 montgomery st store no 3 736 market st los angeles fresno sacramento lt tke james h barn co the star press printers and publishers 1122 1124 mission street san francisco books magazines newspapers church society and commercial printing phones park 6380 6381 good work fair prices r prioioni 45 turk street telephone prospect 8169 bay city grill oysterb steaks chops fish and poultry private dining rooms for ladies telephone frcnklln 3431 a vtvorio san francltco your credit is good here furnishings for every home on 259 273 post st ne ak stockton terms to suit famous for easy monthly payments your income cnf iii miim ihiuv cooking with a modern gas range gives speed cleanliness and sine baking with the modem gas ranges cooking is easier the oven heat is automatically maintained at any desired temperature by the oven heat control you know whether your oven is slow moderate or hot that makes the baking of meats pies and cakes simple the smooth cooking surface where one boils or frys food distributes heat evenly which means better frying it protects the burners from food that might boil over that makes the range itself so easy to keep clean how can you afford to be without a modem gas range with gas fuel so cheap and everyone liking good home cooking which you can do easily and quickly with a new gas range pacific gas and electric company owned operated managed by californians 241 928,0,0.8039937582609702
california will prove magnet to draw population of the united statesreports coming to the headquarters of californians inc indicate the unprecedented winter storms which marked the first half of march throughout the middle west and east havé proved a valuable adjunct to the advertising of california broadcasted by that organization hundreds of letters commenting on the severity of the winter have been received by californians inc during the past week from all over the united states railroad officials report also a great increase in inquiries about transportation to california the march campaign of californians inc advertising in newspapers and magazines coincide with the outbreak of blizzards in the middle west stated to be the most severe and disastrous in the last quarter century these advertisements were read by millions over a large area hit hardest by zero weather as it happened these advertisements stressed the pleasures of outdoor life in california at this season of the year the conditions existing where they were most widely read increased their effectiveness tenfold and increased the flood of inquiries about california a new series of advertisements written by nationally known men and women who have made california their home has been prepared as a supplement to the general campaign during the spring and summer months the first of this series why i live in california written by kathleen norris has been published another by irving s cobb will soon appear in this the famous author writes if i could so order my affairs as to be able to spend the rest of my life in that part of america which offers most in natural beauty and in the attractiveness of its people i should choose california i should live somewhere in that part of california which lies north of the dividing line that separates southern california from the rest of the state this series will be continued until every widely known author residing in central and northern california has told the world why in california life is better the interest in california created by the campaign of californians inc has been increased by a wide distribution of special editions of san francisco newspapers depicting the resources opportunities and attractions of the state and by effective large scale advertisements contributed to the campaign by railroads the standard oil company of california and the san francisco examiner the net result of the combined and intensive campaign to attract settlers and tourists has been the receipt of more than 90 000 inquiries by californians inc score of families have registered at its headquarters 140 mont gomerv street as permanent settlers attracted by its advertising reports from communities throughout the central and northern i part of the state record an unprecedented number of prospects investigating opportunities railroads predict a record breaking i traffic during the summer following the inauguration of special low i rates in june eastern agents of railroads banks and business houses report a widespread and intense interest in the state and its opportunities created by the three and a half months advertising campaign ,0,0.664793875818823
barbers membership drive gains 1 354 in one monthindianapolis ind the journeymen barbers international union of america added 1 354 to its membership during the last month shanessy president of the union declared our membership campaign is steadily pushing forward although there is nothing spectacular about it and no loud sounding of trumpets as we move toward our great ideal of complete organization mr shanessy said a never ending campaign is a part of our policy instead of having spurts and forward surges and then static for a time while we may be quiescent in some parts of our jurisdiction we are active in another we believe this keeping everlastingly at it will eventually prove its worth by results our union is wholeheartedly in accord with this plan and quietly working for better things and a larger and more militant membership we know that our campaign has acted as an inspiration to other trade unions and they have entered the lists ,0,0.7977540416681437
importance of paying good wagesevery intelligent american especially the very rich and prosperous that want to remain rich and prosperous is coming to realize the importance of paying good wages and giving men reasonable leisure for the enjoyment of life the prosperity of the few depends on the prosperity of the many the safety of the few depends on the contentment of the many arthur brisbane ,0,0.7395019520245065
senate graft probes don t hamper congresswashington the senate probesof graft and loot are not interfering with the regular proceedings in congress this is indicated by the following discussion page 5532 congressional record between senator robinson and senator smoot chairman of the senate committee on finance mr robinson then it is true that the investigations ordered by the senate have not delayed in any degree the consideration of the tax reduction bill mr sfnoot not in the committee i will say to the senator mr robinson well they have in the senate mr smoot not so far as i know ,0,0.7603703423772641
nationalscrub women in toledo ohio want $1 50 a day with two meals the chicago federation of labor has abolished its defense fund the limit of child labor has been raised to sixteen years in wisconsin the cigarmakers union has succeeded in unionizing another large factory in lancaster pa employees of the bottling works in wilkesbarre pa and vicinity have asked for an increase in wages chicago laundry owners have raised their prices so as to recover their losses during the recent strike the fourth biennial convention of the trunk and bag workers is in session in new york city this week there are over 400 unions affiliated with the chicago federation of labor and 240 000 labor unionists in chicago the international brotherhood of stationary firemen has increased its membership in the past two years from 7 000 to 32 000 the members of the p reight handlers union of new orleans la about 550 in number went on strike on september ist for 40 cents an hour the pennsylvania railroad company in order to curtail expenses laid off 5 000 employees one day last month on its lines east of pittsburg and erie five hundred men in the nelson morris packing plant at st joseph mo are on strike because the foreman discriminated against union men a baker s wife has taken out a license as a stationary engineer in washington being the first of her sex to make such an application there the american smelting and refining company the smelting trust threatens to remove its western business to mexico where labor is cheaper the tin workers of sharon pa have compromised the trouble with the united states steel corporation over the reduction of the output and returned to work seven trunk factories in chicago employing several hundred men closed their doors last week rather than pay a minimum scale of $2 25 a day for nine hours work the textile mills o philadelphia pa and vicinity are still tied up owing to the refusal of the dyers to return to work the dyers demand $l3 for a fifty five hour week the sheet metal workers union of philadelphia pa has accepted a compromise scale of wages and hours the men will receive 37vfc cents an hour and an eight hour day machinists settled six strikes in the country during august tailors in cleveland are about to submit a new bill of prices there are four thousand more orj ganized workers in detroit than there i were a year ago an eight hour ordinance was recently passed at ogden utah building laborers in minneapolis have ended their strike having gained the points they contested for detroit typographical union will es tablisk a club for its members of whom there are about four hundred and fifty joseph schmidt of cleveland ohio has taken the editorial chair of the bakers journal official organ of the bakers and confectioners internaj tional union two hundred machinists working in four shops in marinette and menominee mich are on strike pending the signing of a new agreement the mobile central trades council which has been an independent organization has decided to affiliate with the of l engineers and firemen secured the eight hour day without reduction in pay and all union men are to be reinstated at columbus ohio one thousand candy makers employed by sixteen factories struck on september oth to enforce a nine hour day without reduction of wages the labor council of canton 0 lias passed resolutions objecting to the granting of any more franchises or donation of city property to corporations in the recent arbitration of differences between operators and miners in pennsylvania every point of vital importance to the miners was decided against them by umpire carroll d wright by the stopping o fwork of the union bricklayers at minneapolis minn because they were not supplied with union helpers building operations involving more than $2 ooo have been tied up the international union of flour and cereal mill employees started in minneapolis about a year ago is making rapid progress in the eastlarge unions have recently been organized in buffalo rochester and toronto levi rofowich a prominent business man of pottsville pa has been held by justice shaw charged with placing a counterfeit of the union label upon clothing which he sold eighteen out of the twenty one installment houses in chicago have signed the scale of the solicitors and canvassers union under it commissions are increased from 20 to 25 per cent many of the trade agreements between the united garment workers and their employers expire in december and the union has put four organizers in the field to increase their membership it is reported that there will be practically a cessation of general building operations in 1004 on account of the unsettled condition of the labor market about $180 000 000 of capital will be withdrawn the big express companies of the united states have refused to confer or make wage agreements with the brotherhood of railway expressmen a strike is threatened for next week which will affect 00 000 employees mar youn a chinaman thoroughly americanized and a member of federal labor union no 8105 of falion 111 is organizing the chinese laundrymen of st louis in a union which will apply for an of l charter the bids for the memphis labor temple ranged from $73 000 up the building will cost $100 m gt 0 and will be up to date in all respects the corner stone was laid on labor day and it is expected to complete the building without delay the gain in membership of st louis labor unions according to the annual report of state labor commissioner anderson during the year 1002 is 607 g the increase in the most prominent cities of missouri was over 10 000 one thousand of colorado s militia have been distributed to the various mines for the purpose of protecting the scabs if any be secured to take the place of the western federation miners on strike for improved conditions a national union of team owners is to be formed shortly according to a statement of the associated teaming interests it is said that now the teamsters of the country were united in one union it became necessary for the team owners to follow in their footsteps the report of financier metcalf ofthe iron molders union of north america shows the membership of the organization to be 76 41 g the increase has been about 12 000 in the last six months nearly $loo ooo in sick benefits were paid by the organization during the past six months according to the labor commissioner of michigan there has been an increase in the membership of trade unions in the past year of over 400 per cent wages have been increased over 14 cents a day and 40 per cent of the unions have shortened the hours of work president frank buchanan of the international bridge and structural iron workers has announced that he has annulled the charter of local no 2 of the housesmiths and bridgemen s union of new york city the organization of which sam parks was business agent the union is suspended because of crookedness among some of its officers the ruling made by father ward the catholic priest of beloit wis to the effect that the rite of absolution would not be performed for printers who have taken the oath causes very little comment in union circles the opinion of all who have read his ruling is that there is nothing objectionable in the oath and that he is making a mountain out of a mole hill greenawalt president of the pennsylvania state feleration of labor who has been making a tour of the state is gathering statistics on the condition of child labor which will be used in pushing legislation for the amelioration of working children farm laborers in illinois have formed a union and will demand a minimum wage of $35 a month and board eligible to the union are threshers corn buskers plowmen binders stock laborers and in fact all men employed about farms a strike insurance company growing out of the discussions at the recent meeting of the manufacturers association in new orleans has been organized at louisville ky nones of the latter city has been named attorney and general manager dolan jr secretary of the dredge engineers and cranemen s union says that all dredging companies on the great lakes with the exception of the stark dredging and dock company at milwaukee and edwards brothers at the soo have agreed to the union wage scalesteps are being taken to bring about an amalgamation of the various unions of railway clerks which may result in the formation of a strong national organization of the men in that line of work at the present time there are three national unions of railway clerks in the field each one more or les antagonistic to the other conferences are being held between the national officers of the amalgamated association of glass workers the officers of the pittsburg plate glass company members of the metropolitan district of mirror manufacturers and a committee representing the 1 200 glass workers of this city who have been on strike for the past three months ,0,0.7256263047839817
committee organized to promote tourist travel road developmentnorthern and central california has a new group dedicated to he purpose of promoting motor tourist travel to this section of i he state by securing development and improvement of western laighways particularly motor routes leading to this territory it is he highway advisory committee of the california state automobile association organized by highway leaders from various ommunitics called in a conference by brunnier president of the motorists organization brunnier pointed out that attempts to guide motor tourist travel to northern and central california will be of no avail unless imj proved motor routes are provided the best invitation to motor tourists he said is to offer good road on which to travel the basic step in turning the tide of motor tourist dollars to communities of northern and central california is development of the highways that lead to this territory california s highway development and tourist direction problems are not confined within the state s borders it has long been the policy of the automobile association to look upon the highway problems of the west as ours as much as those within the stateat the organization meeting or the committee attention was directed especially to victory highway since its final completion a year ago this transcontinental route has carried a tremendous amount of traffic with the result that the gravel surface in nevada is breaking down to secure federal assistance in maintaining this cross nation artery particularly in states of sparse population such as nevada the highway advisory committee went on record in favor of legislation for a form of federal aid that could be applied to road maintenance in public land states the meeting also favored federal construction of main routes across public lands of the government turning to problems within the state the conference went on record in support of the state parks bond issue which will be before the voters at the november election the meeting also adopted a resolution offering to cooperate with state agencies in developing some method for the removal of fire hazards from along state high ways development of public camp grounds where fire hazards can be eliminated and cultivation of highway rights of way were among the suggestions advanced ,0,0.7194656439357017
safety at sea law ignored shipowners are protectedwashington section 13 of the seamen s act which provides for examination of seamen and assures safety at sea is ignored according to a memorandum on this subject by andrew furuseth president international seamen s union the law provides that a certificate as able seaman shall be issued by any board of local inspectors upon proof being made to said board by affidavit and examination under rules approved by the secretary of commerce no attempt is made to examine the applicant whose affidavit is accepted at its face value said mr furuseth affidavits are forged sold and stolen the shipowner has no interest in these proceedings he is interested in cheap labor rather than skilled seamen he cares nothing for safety at sea and his liability to travelers and shippers has been practically abolished through limitation of liability his vessel and cargo are insured the cost is covered in overhead expense which is passed on to the shipper and traveler the shipowner has ceased to have any but a sentimental interest in safety and hence in the skill of the men employed the shipowner mr furuseth points out secures the cheapest men available competency is not considered applicants for certificates will swear to anything the average inspector accepts the affidavit and asks no questions and the shipowner is not interested in how the man secured his certificate men are shipped regardless of nationality or race with or without previous experience and with or without knowledge of the language of officers who issue orders the prompt execution of which all safety depends ,0,0.750884185917351
injunction suit dismissed for want of equity union building trades artisans gain another decisive victory over the citizens allianceas was being printed last week we received the good news that the honorable george e church of fresno sitting for judge melvin in the superior court of alameda county department no 2 itad dismissed the injunction suit brought by the pacific coast lumber and milling company versus the building trades council of alameda county its affiliated unions and members the hearing of this case commenced monday june 22d and was stub bornly fought by the attorneys for the citizens alliance and ably defended for the defendant organizations bv clo land l dam general counsel for the state building trades council of california assisted by george appell it was a case of more than ordinary importance to union labor not only of california but of the entire country and the decisive victory gained by the uhions is therefore consequently hailed by unusual rejoicing because of the fact that it comes at a time when an endeavor is being made through court procedures to bind the organized wage workers hand andfoot and thus curtail the few rights which they are still enjoying under the constitution of the united states the citizens alliance attorney for the plaintiff corporation came armed with all the law and court decisions rendered against labor and he had subpoenaed not less than forty witnesses but it all availed him very little because the attorneys for the unions were even better prepared and fully as well equipped to protect the rights and interests of their clients it has been demonstrated time and again that union labor has nothing to fear when defended by such counsel as cleveland l dam before a fair and capable judge and in this instance judge george e church displayed not only a dignified attitude absolutely free from any bias but he also rendered a decision which for knowledge of the law and sound reasoning stands out prominently like a model in the flood of recent court decisions handed down by the various courts of the country from the voluminous evidence introduced by the plaintiff s attorneys the court finds that the defendant organization had committed no wrong and that there were no grounds upon which an injunction could issue the case grew out of an effort made by a kendall proprietor and manager of the pacific coast lumber and milling company to force the members of the millmen s union in oakland to violate the laws of their organizations mr kendall was supported by the citizens alliance in his attempt to crush the council and its affiliated unions and when the men quit work because they did not and could not work with non union men the excited mill owner immediately resorted to tile injunction remedy the building 1 rades council of alameda county its affiliated unions and members were to be restrained according to the complaint and petition °f plaintiff from exercising any of their legal rights such as striking picketing and peacefully seeking to better their conditions through collective bargaining under the trade union system but the union wrecking plaintiffs were as usual up against the wrong institution and this time also the right kind of a judge an able jurist and a good citizen who considers it to be his highest judicial duty to preserve the rights of the people under the law and in accordance with facts as the court finds them we print the decision of the court in this case fully as we consider it one of the most concise clear and ablest opinions pronounced from the bench in this or any other state to the trade unionist of california and of the united states it is a most valuable document and one that every union man should not only read but study carefully it states plainly and without any equivocation or unnecessary legal phraseology exactly what rights the union men have and it also points out that the union men who carry the state building trades council s card in alameda county have violated no law and further that there was no necessity for mr kendall to seek such drastic measures as an injunction in order to protect his rights congratulates first of all the citizens of california for having among its judiciary such a judge as the honorable george e church of fresno next our congratulations are due to attorney cleveland l dam and his assistant george appell and last but not least we extend congratulations to the alameda county building trades council its affiliated unions and their members and their able officers and business agents among whom none is entitled to a more prominent place than that veteran business agent and trade union war hqrse bowen the following is attorney cleveland l dam s motion and the decision of the court motion mr dam now may it please the court i will move a dismissal of this action for want of equity as to these defendants there has been no conspiracy shown no unlawful act shown of any character and no threats shown to continue any unlawful acts which is an essential element of a proceeding for injunction motion is argued and submitted opinion of the court ihe court gentlemen as to this motion which has been made and argued i have given it some consideration in a matter of this kind the court hesitates to act very hastily and wants to be sure that all parties have a fair and full hearing that the court may be as fully informed as to the facts and circumstances as possible before it passes upon the merits of the controversy for that reason i hesitated more than probably 1 should otherwise have done i am of the conviction that in order to justify a court of equity in granting the extraordinary writ of injunction there should be a very plain showing not only of the injury of the acts to justify it but also a very plain showing that those acts would continue that they are threatened and that there is a probability at least that the threats if such are made to continue the injury will be carried out in other words the protection of property is a primary object of our law the court can not be expected to interfere ill every controversy that may arise between parties to interpose a writ of injunction in every controversy there must be a clear and satisfactory showing of the absolute necessity of it before the court would be justified in doing it now in this case here was the plaintiff carrying on the business of a lumber mill or whatever you might call it employing a large number of men in the conduct of that business perhaps 135 men of course a large business in which many were interested directly and indirectly the defendants either persons or associations of persons are united together for continued on page 4 ,0,0.7096764546363666
